Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
1300.0	0.0000	0.0000	infinite	31.221	42.030	-1.0000e+07	27.689	36.003	662.73	undefined	58.293	0.087803	vapor
1300.0	0.20000	18.496	0.054067	31.219	42.033	247.12	27.690	36.006	663.04	-0.44089	58.308	0.087824	vapor
1300.0	0.40000	36.975	0.027045	31.218	42.036	241.36	27.690	36.009	663.36	-0.44112	58.323	0.087845	vapor
1300.0	0.60000	55.438	0.018038	31.216	42.039	237.99	27.691	36.012	663.67	-0.44136	58.338	0.087865	vapor
1300.0	0.80000	73.884	0.013535	31.215	42.042	235.60	27.691	36.015	663.98	-0.44159	58.353	0.087886	vapor
1300.0	1.0000	92.315	0.010832	31.213	42.046	233.74	27.692	36.018	664.30	-0.44183	58.368	0.087907	vapor
1300.0	1.2000	110.73	0.0090310	31.211	42.049	232.22	27.692	36.021	664.61	-0.44207	58.383	0.087928	vapor
1300.0	1.4000	129.13	0.0077443	31.210	42.052	230.94	27.693	36.024	664.93	-0.44230	58.399	0.087948	vapor
1300.0	1.6000	147.51	0.0067793	31.208	42.055	229.83	27.693	36.027	665.24	-0.44254	58.414	0.087969	vapor
1300.0	1.8000	165.87	0.0060287	31.207	42.058	228.85	27.694	36.030	665.55	-0.44277	58.429	0.087990	vapor
1300.0	2.0000	184.22	0.0054282	31.205	42.061	227.97	27.695	36.033	665.87	-0.44301	58.444	0.088010	vapor
1300.0	2.2000	202.56	0.0049369	31.204	42.065	227.18	27.695	36.036	666.18	-0.44325	58.459	0.088031	vapor
1300.0	2.4000	220.87	0.0045275	31.202	42.068	226.45	27.696	36.039	666.50	-0.44348	58.474	0.088051	vapor
1300.0	2.6000	239.17	0.0041810	31.200	42.071	225.78	27.696	36.042	666.81	-0.44372	58.489	0.088072	vapor
1300.0	2.8000	257.46	0.0038841	31.199	42.074	225.17	27.697	36.045	667.13	-0.44396	58.504	0.088092	vapor
1300.0	3.0000	275.73	0.0036268	31.197	42.077	224.59	27.697	36.048	667.44	-0.44419	58.519	0.088113	vapor
1300.0	3.2000	293.98	0.0034016	31.196	42.081	224.05	27.698	36.051	667.76	-0.44443	58.534	0.088134	vapor
1300.0	3.4000	312.22	0.0032029	31.194	42.084	223.55	27.698	36.054	668.08	-0.44467	58.549	0.088154	vapor
1300.0	3.6000	330.44	0.0030263	31.192	42.087	223.07	27.699	36.057	668.39	-0.44491	58.564	0.088174	vapor
1300.0	3.8000	348.64	0.0028683	31.191	42.090	222.62	27.699	36.060	668.71	-0.44515	58.579	0.088195	vapor
1300.0	4.0000	366.83	0.0027261	31.189	42.094	222.19	27.700	36.063	669.02	-0.44538	58.593	0.088215	vapor
1300.0	4.2000	385.00	0.0025974	31.188	42.097	221.79	27.700	36.066	669.34	-0.44562	58.608	0.088236	vapor
1300.0	4.4000	403.16	0.0024804	31.186	42.100	221.40	27.701	36.069	669.66	-0.44586	58.623	0.088256	vapor
1300.0	4.6000	421.30	0.0023736	31.184	42.103	221.03	27.701	36.071	669.97	-0.44610	58.638	0.088277	vapor
1300.0	4.8000	439.42	0.0022757	31.183	42.106	220.67	27.702	36.074	670.29	-0.44634	58.653	0.088297	vapor
1300.0	5.0000	457.53	0.0021857	31.181	42.110	220.33	27.702	36.077	670.61	-0.44658	58.668	0.088317	vapor
1300.0	5.2000	475.62	0.0021025	31.180	42.113	220.01	27.703	36.080	670.92	-0.44681	58.683	0.088338	vapor
1300.0	5.2000	475.62	0.0021025	31.180	42.113	220.01	27.703	36.080	670.92	-0.44681	58.683	0.088338	supercritical
1300.0	5.2000	475.62	0.0021025	31.180	42.113	220.01	27.703	36.080	670.92	-0.44681	58.683	0.088338	supercritical
1300.0	5.4000	493.70	0.0020255	31.178	42.116	219.69	27.703	36.083	671.24	-0.44705	58.698	0.088358	supercritical
1300.0	5.6000	511.76	0.0019541	31.177	42.119	219.39	27.704	36.086	671.56	-0.44729	58.712	0.088379	supercritical
1300.0	5.8000	529.80	0.0018875	31.175	42.123	219.09	27.704	36.089	671.88	-0.44753	58.727	0.088399	supercritical
1300.0	6.0000	547.83	0.0018254	31.173	42.126	218.81	27.705	36.092	672.19	-0.44777	58.742	0.088419	supercritical
1300.0	6.2000	565.84	0.0017673	31.172	42.129	218.54	27.705	36.095	672.51	-0.44801	58.757	0.088439	supercritical
1300.0	6.4000	583.84	0.0017128	31.170	42.132	218.27	27.706	36.097	672.83	-0.44825	58.772	0.088460	supercritical
1300.0	6.6000	601.82	0.0016616	31.169	42.135	218.02	27.706	36.100	673.15	-0.44849	58.786	0.088480	supercritical
1300.0	6.8000	619.78	0.0016135	31.167	42.139	217.77	27.707	36.103	673.47	-0.44873	58.801	0.088500	supercritical
1300.0	7.0000	637.73	0.0015681	31.166	42.142	217.52	27.707	36.106	673.78	-0.44897	58.816	0.088520	supercritical
1300.0	7.2000	655.66	0.0015252	31.164	42.145	217.29	27.708	36.109	674.10	-0.44921	58.831	0.088541	supercritical
1300.0	7.4000	673.58	0.0014846	31.162	42.148	217.06	27.708	36.112	674.42	-0.44945	58.845	0.088561	supercritical
1300.0	7.6000	691.48	0.0014462	31.161	42.152	216.84	27.709	36.115	674.74	-0.44969	58.860	0.088581	supercritical
1300.0	7.8000	709.37	0.0014097	31.159	42.155	216.62	27.709	36.117	675.06	-0.44993	58.875	0.088601	supercritical
1300.0	8.0000	727.24	0.0013751	31.158	42.158	216.41	27.710	36.120	675.38	-0.45016	58.890	0.088621	supercritical
1300.0	8.2000	745.09	0.0013421	31.156	42.161	216.20	27.710	36.123	675.70	-0.45040	58.904	0.088642	supercritical
1300.0	8.4000	762.93	0.0013107	31.154	42.165	216.00	27.711	36.126	676.02	-0.45064	58.919	0.088662	supercritical
1300.0	8.6000	780.75	0.0012808	31.153	42.168	215.80	27.711	36.129	676.34	-0.45088	58.934	0.088682	supercritical
1300.0	8.8000	798.56	0.0012523	31.151	42.171	215.61	27.711	36.132	676.66	-0.45112	58.948	0.088702	supercritical
1300.0	9.0000	816.35	0.0012250	31.150	42.174	215.42	27.712	36.134	676.98	-0.45136	58.963	0.088722	supercritical
1300.0	9.2000	834.12	0.0011989	31.148	42.178	215.24	27.712	36.137	677.30	-0.45160	58.977	0.088742	supercritical
1300.0	9.4000	851.88	0.0011739	31.147	42.181	215.06	27.713	36.140	677.62	-0.45184	58.992	0.088762	supercritical
1300.0	9.6000	869.63	0.0011499	31.145	42.184	214.88	27.713	36.143	677.94	-0.45208	59.007	0.088782	supercritical
1300.0	9.8000	887.35	0.0011269	31.143	42.188	214.71	27.714	36.146	678.26	-0.45232	59.021	0.088802	supercritical
1300.0	10.000	905.07	0.0011049	31.142	42.191	214.54	27.714	36.149	678.58	-0.45256	59.036	0.088822	supercritical
