Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
1600.0	0.0000	0.0000	infinite	39.655	52.958	-1.0000e+07	28.508	36.822	732.79	undefined	66.702	0.10326	vapor
1600.0	0.20000	15.029	0.066540	39.653	52.961	254.69	28.508	36.824	733.08	-0.52618	66.715	0.10328	vapor
1600.0	0.40000	30.046	0.033283	39.652	52.965	248.92	28.508	36.825	733.37	-0.52631	66.728	0.10330	vapor
1600.0	0.60000	45.051	0.022197	39.651	52.969	245.55	28.509	36.827	733.67	-0.52644	66.740	0.10331	vapor
1600.0	0.80000	60.046	0.016654	39.650	52.973	243.16	28.509	36.829	733.96	-0.52656	66.753	0.10333	vapor
1600.0	1.0000	75.029	0.013328	39.649	52.977	241.30	28.509	36.831	734.25	-0.52669	66.766	0.10335	vapor
1600.0	1.2000	90.000	0.011111	39.648	52.981	239.79	28.510	36.833	734.54	-0.52682	66.778	0.10336	vapor
1600.0	1.4000	104.96	0.0095274	39.646	52.985	238.50	28.510	36.834	734.84	-0.52695	66.791	0.10338	vapor
1600.0	1.6000	119.91	0.0083396	39.645	52.989	237.39	28.510	36.836	735.13	-0.52708	66.803	0.10340	vapor
1600.0	1.8000	134.85	0.0074158	39.644	52.993	236.41	28.511	36.838	735.42	-0.52721	66.816	0.10341	vapor
1600.0	2.0000	149.77	0.0066768	39.643	52.996	235.54	28.511	36.840	735.72	-0.52734	66.829	0.10343	vapor
1600.0	2.2000	164.69	0.0060721	39.642	53.000	234.74	28.511	36.842	736.01	-0.52747	66.841	0.10345	vapor
1600.0	2.4000	179.59	0.0055682	39.641	53.004	234.02	28.511	36.843	736.30	-0.52760	66.854	0.10346	vapor
1600.0	2.6000	194.48	0.0051418	39.639	53.008	233.35	28.512	36.845	736.59	-0.52773	66.866	0.10348	vapor
1600.0	2.8000	209.37	0.0047763	39.638	53.012	232.73	28.512	36.847	736.89	-0.52786	66.879	0.10350	vapor
1600.0	3.0000	224.23	0.0044596	39.637	53.016	232.16	28.512	36.849	737.18	-0.52799	66.891	0.10351	vapor
1600.0	3.2000	239.09	0.0041825	39.636	53.020	231.62	28.513	36.851	737.48	-0.52812	66.904	0.10353	vapor
1600.0	3.4000	253.94	0.0039379	39.635	53.024	231.12	28.513	36.852	737.77	-0.52825	66.916	0.10355	vapor
1600.0	3.6000	268.78	0.0037206	39.633	53.028	230.64	28.513	36.854	738.06	-0.52838	66.929	0.10356	vapor
1600.0	3.8000	283.60	0.0035261	39.632	53.031	230.19	28.514	36.856	738.36	-0.52851	66.941	0.10358	vapor
1600.0	4.0000	298.41	0.0033511	39.631	53.035	229.76	28.514	36.858	738.65	-0.52864	66.954	0.10360	vapor
1600.0	4.2000	313.22	0.0031927	39.630	53.039	229.36	28.514	36.859	738.95	-0.52877	66.966	0.10361	vapor
1600.0	4.4000	328.01	0.0030487	39.629	53.043	228.97	28.515	36.861	739.24	-0.52890	66.979	0.10363	vapor
1600.0	4.6000	342.79	0.0029173	39.628	53.047	228.60	28.515	36.863	739.53	-0.52903	66.991	0.10365	vapor
1600.0	4.8000	357.55	0.0027968	39.626	53.051	228.25	28.515	36.865	739.83	-0.52916	67.003	0.10366	vapor
1600.0	5.0000	372.31	0.0026859	39.625	53.055	227.91	28.516	36.867	740.12	-0.52929	67.016	0.10368	vapor
1600.0	5.2000	387.06	0.0025836	39.624	53.059	227.58	28.516	36.868	740.42	-0.52942	67.028	0.10370	vapor
1600.0	5.2000	387.06	0.0025836	39.624	53.059	227.58	28.516	36.868	740.42	-0.52942	67.028	0.10370	supercritical
1600.0	5.2000	387.06	0.0025836	39.624	53.059	227.58	28.516	36.868	740.42	-0.52942	67.028	0.10370	supercritical
1600.0	5.4000	401.79	0.0024888	39.623	53.063	227.26	28.516	36.870	740.71	-0.52955	67.041	0.10371	supercritical
1600.0	5.6000	416.52	0.0024009	39.622	53.067	226.96	28.516	36.872	741.01	-0.52968	67.053	0.10373	supercritical
1600.0	5.8000	431.23	0.0023190	39.620	53.070	226.67	28.517	36.874	741.30	-0.52981	67.066	0.10375	supercritical
1600.0	6.0000	445.93	0.0022425	39.619	53.074	226.39	28.517	36.875	741.60	-0.52994	67.078	0.10376	supercritical
1600.0	6.2000	460.62	0.0021710	39.618	53.078	226.11	28.517	36.877	741.89	-0.53007	67.090	0.10378	supercritical
1600.0	6.4000	475.30	0.0021039	39.617	53.082	225.85	28.518	36.879	742.19	-0.53020	67.103	0.10380	supercritical
1600.0	6.6000	489.97	0.0020410	39.616	53.086	225.59	28.518	36.881	742.49	-0.53034	67.115	0.10381	supercritical
1600.0	6.8000	504.62	0.0019817	39.615	53.090	225.34	28.518	36.882	742.78	-0.53047	67.127	0.10383	supercritical
1600.0	7.0000	519.27	0.0019258	39.613	53.094	225.10	28.519	36.884	743.08	-0.53060	67.140	0.10385	supercritical
1600.0	7.2000	533.90	0.0018730	39.612	53.098	224.87	28.519	36.886	743.37	-0.53073	67.152	0.10386	supercritical
1600.0	7.4000	548.53	0.0018231	39.611	53.102	224.64	28.519	36.888	743.67	-0.53086	67.164	0.10388	supercritical
1600.0	7.6000	563.14	0.0017758	39.610	53.106	224.42	28.519	36.889	743.97	-0.53099	67.177	0.10389	supercritical
1600.0	7.8000	577.74	0.0017309	39.609	53.110	224.20	28.520	36.891	744.26	-0.53112	67.189	0.10391	supercritical
1600.0	8.0000	592.33	0.0016882	39.607	53.113	223.99	28.520	36.893	744.56	-0.53125	67.201	0.10393	supercritical
1600.0	8.2000	606.91	0.0016477	39.606	53.117	223.78	28.520	36.895	744.85	-0.53138	67.214	0.10394	supercritical
1600.0	8.4000	621.48	0.0016091	39.605	53.121	223.58	28.521	36.896	745.15	-0.53151	67.226	0.10396	supercritical
1600.0	8.6000	636.03	0.0015722	39.604	53.125	223.38	28.521	36.898	745.45	-0.53164	67.238	0.10398	supercritical
