Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
900.00	0.0000	0.0000	infinite	20.440	27.923	-1.0000e+07	26.047	34.361	555.42	undefined	45.796	0.065852	vapor
900.00	0.20000	26.713	0.037434	20.437	27.924	234.17	26.048	34.369	555.77	-0.18770	45.816	0.065882	vapor
900.00	0.40000	53.398	0.018727	20.434	27.925	228.41	26.049	34.376	556.11	-0.18843	45.837	0.065912	vapor
900.00	0.60000	80.054	0.012491	20.432	27.927	225.03	26.051	34.383	556.45	-0.18915	45.858	0.065942	vapor
900.00	0.80000	106.68	0.0093736	20.429	27.928	222.64	26.052	34.390	556.79	-0.18988	45.878	0.065972	vapor
900.00	1.0000	133.28	0.0075029	20.426	27.929	220.78	26.053	34.398	557.14	-0.19061	45.899	0.066001	vapor
900.00	1.2000	159.85	0.0062558	20.424	27.931	219.26	26.055	34.405	557.48	-0.19133	45.919	0.066031	vapor
900.00	1.4000	186.40	0.0053649	20.421	27.932	217.98	26.056	34.412	557.82	-0.19206	45.940	0.066061	vapor
900.00	1.6000	212.91	0.0046968	20.418	27.933	216.86	26.057	34.419	558.17	-0.19279	45.960	0.066091	vapor
900.00	1.8000	239.39	0.0041772	20.416	27.934	215.88	26.058	34.426	558.51	-0.19352	45.981	0.066121	vapor
900.00	2.0000	265.85	0.0037615	20.413	27.936	215.00	26.060	34.434	558.86	-0.19424	46.001	0.066150	vapor
900.00	2.2000	292.28	0.0034214	20.410	27.937	214.21	26.061	34.441	559.20	-0.19497	46.021	0.066180	vapor
900.00	2.4000	318.68	0.0031379	20.407	27.938	213.48	26.062	34.448	559.55	-0.19570	46.042	0.066210	vapor
900.00	2.6000	345.05	0.0028981	20.405	27.940	212.81	26.063	34.455	559.89	-0.19643	46.062	0.066239	vapor
