Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
110.00	0.80000	32391.	3.0873e-05	-3.1782	-3.1535	105.09	27.719	57.694	736.92	-0.19882	121.97	0.12220	liquid
110.00	0.82000	32393.	3.0871e-05	-3.1785	-3.1532	105.08	27.720	57.685	737.08	-0.19901	122.00	0.12222	liquid
110.00	0.84000	32395.	3.0869e-05	-3.1789	-3.1530	105.08	27.721	57.675	737.25	-0.19919	122.04	0.12224	liquid
110.00	0.86000	32398.	3.0866e-05	-3.1793	-3.1528	105.08	27.722	57.666	737.42	-0.19938	122.07	0.12226	liquid
110.00	0.88000	32400.	3.0864e-05	-3.1797	-3.1525	105.07	27.723	57.657	737.58	-0.19957	122.11	0.12228	liquid
110.00	0.90000	32403.	3.0862e-05	-3.1801	-3.1523	105.07	27.724	57.647	737.75	-0.19975	122.14	0.12231	liquid
110.00	0.92000	32405.	3.0860e-05	-3.1805	-3.1521	105.07	27.726	57.638	737.92	-0.19994	122.18	0.12233	liquid
110.00	0.94000	32407.	3.0857e-05	-3.1809	-3.1518	105.06	27.727	57.629	738.08	-0.20013	122.21	0.12235	liquid
110.00	0.96000	32410.	3.0855e-05	-3.1812	-3.1516	105.06	27.728	57.619	738.25	-0.20031	122.25	0.12237	liquid
110.00	0.98000	32412.	3.0853e-05	-3.1816	-3.1514	105.06	27.729	57.610	738.41	-0.20050	122.28	0.12239	liquid
110.00	1.0000	32414.	3.0850e-05	-3.1820	-3.1512	105.05	27.730	57.601	738.58	-0.20068	122.31	0.12242	liquid
