Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
1700.0	0.0000	0.0000	infinite	42.518	56.652	-1.0000e+07	28.753	37.068	754.61	undefined	69.385	0.10829	vapor
1700.0	0.20000	14.145	0.070697	42.517	56.656	256.93	28.754	37.069	754.90	-0.54534	69.397	0.10830	vapor
1700.0	0.40000	28.279	0.035362	42.516	56.660	251.16	28.754	37.071	755.19	-0.54545	69.408	0.10832	vapor
1700.0	0.60000	42.404	0.023583	42.515	56.664	247.79	28.754	37.072	755.47	-0.54556	69.420	0.10833	vapor
1700.0	0.80000	56.518	0.017694	42.513	56.668	245.40	28.754	37.074	755.76	-0.54567	69.432	0.10835	vapor
1700.0	1.0000	70.622	0.014160	42.512	56.672	243.54	28.755	37.075	756.04	-0.54578	69.444	0.10836	vapor
1700.0	1.2000	84.715	0.011804	42.511	56.676	242.03	28.755	37.077	756.33	-0.54589	69.456	0.10838	vapor
1700.0	1.4000	98.799	0.010122	42.510	56.680	240.74	28.755	37.078	756.61	-0.54600	69.468	0.10840	vapor
1700.0	1.6000	112.87	0.0088596	42.509	56.685	239.63	28.756	37.080	756.90	-0.54611	69.480	0.10841	vapor
1700.0	1.8000	126.93	0.0078781	42.508	56.689	238.65	28.756	37.082	757.19	-0.54623	69.492	0.10843	vapor
1700.0	2.0000	140.99	0.0070928	42.507	56.693	237.78	28.756	37.083	757.47	-0.54634	69.504	0.10844	vapor
1700.0	2.2000	155.03	0.0064503	42.506	56.697	236.98	28.756	37.085	757.76	-0.54645	69.516	0.10846	vapor
1700.0	2.4000	169.06	0.0059150	42.505	56.701	236.26	28.757	37.086	758.05	-0.54656	69.528	0.10848	vapor
1700.0	2.6000	183.09	0.0054619	42.504	56.705	235.59	28.757	37.088	758.33	-0.54667	69.540	0.10849	vapor
1700.0	2.8000	197.10	0.0050736	42.503	56.709	234.98	28.757	37.089	758.62	-0.54678	69.552	0.10851	vapor
1700.0	3.0000	211.10	0.0047371	42.502	56.713	234.40	28.757	37.091	758.91	-0.54689	69.563	0.10852	vapor
1700.0	3.2000	225.09	0.0044426	42.501	56.717	233.86	28.758	37.092	759.19	-0.54700	69.575	0.10854	vapor
1700.0	3.4000	239.07	0.0041828	42.499	56.721	233.36	28.758	37.094	759.48	-0.54711	69.587	0.10855	vapor
1700.0	3.6000	253.05	0.0039519	42.498	56.725	232.88	28.758	37.095	759.77	-0.54722	69.599	0.10857	vapor
1700.0	3.8000	267.01	0.0037452	42.497	56.729	232.43	28.759	37.097	760.06	-0.54733	69.611	0.10859	vapor
1700.0	4.0000	280.96	0.0035592	42.496	56.733	232.01	28.759	37.098	760.34	-0.54745	69.623	0.10860	vapor
1700.0	4.2000	294.90	0.0033910	42.495	56.737	231.60	28.759	37.100	760.63	-0.54756	69.634	0.10862	vapor
1700.0	4.4000	308.83	0.0032380	42.494	56.741	231.21	28.759	37.102	760.92	-0.54767	69.646	0.10863	vapor
1700.0	4.6000	322.75	0.0030984	42.493	56.745	230.84	28.760	37.103	761.21	-0.54778	69.658	0.10865	vapor
1700.0	4.8000	336.66	0.0029703	42.492	56.749	230.49	28.760	37.105	761.49	-0.54789	69.670	0.10866	vapor
1700.0	5.0000	350.56	0.0028525	42.491	56.753	230.15	28.760	37.106	761.78	-0.54800	69.682	0.10868	vapor
1700.0	5.2000	364.46	0.0027438	42.490	56.758	229.82	28.760	37.108	762.07	-0.54811	69.693	0.10869	vapor
1700.0	5.2000	364.46	0.0027438	42.490	56.758	229.82	28.760	37.108	762.07	-0.54811	69.693	0.10869	supercritical
1700.0	5.2000	364.46	0.0027438	42.490	56.758	229.82	28.760	37.108	762.07	-0.54811	69.693	0.10869	supercritical
1700.0	5.4000	378.34	0.0026432	42.489	56.762	229.51	28.761	37.109	762.36	-0.54822	69.705	0.10871	supercritical
1700.0	5.6000	392.21	0.0025497	42.488	56.766	229.20	28.761	37.111	762.65	-0.54834	69.717	0.10873	supercritical
1700.0	5.8000	406.07	0.0024626	42.486	56.770	228.91	28.761	37.112	762.93	-0.54845	69.729	0.10874	supercritical
1700.0	6.0000	419.92	0.0023814	42.485	56.774	228.63	28.761	37.114	763.22	-0.54856	69.741	0.10876	supercritical
1700.0	6.2000	433.76	0.0023054	42.484	56.778	228.36	28.762	37.115	763.51	-0.54867	69.752	0.10877	supercritical
1700.0	6.4000	447.59	0.0022342	42.483	56.782	228.09	28.762	37.117	763.80	-0.54878	69.764	0.10879	supercritical
1700.0	6.6000	461.41	0.0021673	42.482	56.786	227.83	28.762	37.118	764.09	-0.54889	69.776	0.10880	supercritical
1700.0	6.8000	475.22	0.0021043	42.481	56.790	227.59	28.762	37.120	764.38	-0.54900	69.787	0.10882	supercritical
1700.0	7.0000	489.02	0.0020449	42.480	56.794	227.34	28.763	37.121	764.67	-0.54912	69.799	0.10884	supercritical
1700.0	7.2000	502.81	0.0019888	42.479	56.798	227.11	28.763	37.123	764.96	-0.54923	69.811	0.10885	supercritical
1700.0	7.4000	516.59	0.0019358	42.478	56.802	226.88	28.763	37.124	765.25	-0.54934	69.823	0.10887	supercritical
1700.0	7.6000	530.36	0.0018855	42.477	56.806	226.66	28.763	37.126	765.54	-0.54945	69.834	0.10888	supercritical
1700.0	7.8000	544.13	0.0018378	42.476	56.811	226.44	28.764	37.127	765.82	-0.54956	69.846	0.10890	supercritical
1700.0	8.0000	557.88	0.0017925	42.475	56.815	226.23	28.764	37.129	766.11	-0.54967	69.858	0.10891	supercritical
1700.0	8.2000	571.62	0.0017494	42.473	56.819	226.02	28.764	37.130	766.40	-0.54978	69.869	0.10893	supercritical
1700.0	8.4000	585.35	0.0017084	42.472	56.823	225.82	28.764	37.132	766.69	-0.54990	69.881	0.10894	supercritical
1700.0	8.6000	599.07	0.0016693	42.471	56.827	225.63	28.765	37.133	766.98	-0.55001	69.893	0.10896	supercritical
1700.0	8.8000	612.78	0.0016319	42.470	56.831	225.44	28.765	37.135	767.27	-0.55012	69.904	0.10897	supercritical
1700.0	9.0000	626.48	0.0015962	42.469	56.835	225.25	28.765	37.136	767.56	-0.55023	69.916	0.10899	supercritical
1700.0	9.2000	640.17	0.0015621	42.468	56.839	225.07	28.765	37.138	767.85	-0.55034	69.928	0.10901	supercritical
1700.0	9.4000	653.85	0.0015294	42.467	56.843	224.89	28.766	37.139	768.14	-0.55045	69.939	0.10902	supercritical
1700.0	9.6000	667.53	0.0014981	42.466	56.847	224.71	28.766	37.141	768.44	-0.55056	69.951	0.10904	supercritical
1700.0	9.8000	681.19	0.0014680	42.465	56.851	224.54	28.766	37.142	768.73	-0.55068	69.962	0.10905	supercritical
1700.0	10.000	694.84	0.0014392	42.464	56.855	224.37	28.766	37.144	769.02	-0.55079	69.974	0.10907	supercritical
