Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
450.00	0.0000	0.0000	infinite	9.4811	13.223	-1.0000e+07	22.271	30.585	400.72	undefined	28.203	0.037564	vapor
450.00	0.20000	53.444	0.018711	9.4740	13.216	211.67	22.277	30.623	401.00	1.0380	28.238	0.037624	vapor
450.00	0.40000	106.86	0.0093577	9.4668	13.210	205.89	22.283	30.661	401.28	1.0333	28.272	0.037684	vapor
450.00	0.60000	160.26	0.0062399	9.4596	13.204	202.50	22.289	30.699	401.57	1.0285	28.306	0.037744	vapor
450.00	0.80000	213.63	0.0046810	9.4525	13.197	200.10	22.295	30.737	401.86	1.0237	28.340	0.037804	vapor
450.00	1.0000	266.98	0.0037457	9.4453	13.191	198.23	22.301	30.774	402.15	1.0190	28.375	0.037864	vapor
450.00	1.2000	320.30	0.0031221	9.4382	13.185	196.69	22.307	30.812	402.44	1.0142	28.409	0.037924	vapor
450.00	1.4000	373.59	0.0026767	9.4310	13.178	195.40	22.313	30.850	402.74	1.0094	28.443	0.037984	vapor
450.00	1.6000	426.85	0.0023427	9.4239	13.172	194.27	22.319	30.887	403.03	1.0046	28.477	0.038043	vapor
450.00	1.8000	480.09	0.0020829	9.4168	13.166	193.28	22.325	30.925	403.33	0.99981	28.512	0.038103	vapor
450.00	2.0000	533.30	0.0018751	9.4096	13.160	192.38	22.330	30.962	403.63	0.99500	28.546	0.038163	vapor
450.00	2.2000	586.48	0.0017051	9.4025	13.154	191.58	22.336	31.000	403.94	0.99018	28.580	0.038223	vapor
450.00	2.4000	639.63	0.0015634	9.3954	13.148	190.84	22.342	31.037	404.24	0.98535	28.614	0.038283	vapor
450.00	2.6000	692.75	0.0014435	9.3883	13.142	190.16	22.348	31.074	404.55	0.98052	28.649	0.038343	vapor
450.00	2.8000	745.83	0.0013408	9.3812	13.135	189.52	22.354	31.112	404.86	0.97567	28.683	0.038403	vapor
450.00	3.0000	798.89	0.0012517	9.3741	13.129	188.94	22.359	31.149	405.17	0.97082	28.717	0.038463	vapor
450.00	3.2000	851.91	0.0011738	9.3671	13.123	188.38	22.365	31.186	405.49	0.96597	28.752	0.038523	vapor
450.00	3.4000	904.90	0.0011051	9.3600	13.117	187.86	22.371	31.223	405.80	0.96111	28.786	0.038583	vapor
450.00	3.6000	957.86	0.0010440	9.3529	13.111	187.37	22.377	31.260	406.12	0.95624	28.820	0.038643	vapor
450.00	3.8000	1010.8	0.00098934	9.3459	13.105	186.91	22.382	31.297	406.45	0.95137	28.855	0.038703	vapor
450.00	4.0000	1063.7	0.00094015	9.3388	13.099	186.47	22.388	31.333	406.77	0.94649	28.889	0.038763	vapor
450.00	4.2000	1116.5	0.00089565	9.3318	13.093	186.05	22.394	31.370	407.10	0.94161	28.924	0.038823	vapor
450.00	4.4000	1169.3	0.00085519	9.3247	13.088	185.64	22.399	31.407	407.42	0.93673	28.958	0.038883	vapor
450.00	4.6000	1222.1	0.00081826	9.3177	13.082	185.26	22.405	31.443	407.76	0.93183	28.993	0.038943	vapor
450.00	4.8000	1274.8	0.00078441	9.3107	13.076	184.89	22.410	31.480	408.09	0.92694	29.027	0.039003	vapor
450.00	5.0000	1327.5	0.00075327	9.3037	13.070	184.54	22.416	31.516	408.42	0.92204	29.062	0.039063	vapor
450.00	5.2000	1380.2	0.00072453	9.2967	13.064	184.19	22.421	31.552	408.76	0.91714	29.097	0.039123	vapor
450.00	5.2000	1380.2	0.00072453	9.2967	13.064	184.19	22.421	31.552	408.76	0.91714	29.097	0.039123	supercritical
