Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
1000.0	0.0000	0.0000	infinite	23.071	31.385	-1.0000e+07	26.563	34.877	584.09	undefined	49.107	0.071532	vapor
1000.0	0.20000	24.043	0.041593	23.069	31.387	237.82	26.564	34.883	584.43	-0.27720	49.125	0.071559	vapor
1000.0	0.40000	48.060	0.020807	23.066	31.389	232.06	26.565	34.888	584.76	-0.27772	49.144	0.071586	vapor
1000.0	0.60000	72.054	0.013879	23.064	31.391	228.68	26.566	34.894	585.10	-0.27825	49.163	0.071613	vapor
1000.0	0.80000	96.022	0.010414	23.062	31.393	226.29	26.567	34.900	585.43	-0.27878	49.182	0.071640	vapor
1000.0	1.0000	119.97	0.0083357	23.059	31.395	224.43	26.568	34.905	585.77	-0.27931	49.201	0.071667	vapor
1000.0	1.2000	143.89	0.0069499	23.057	31.397	222.91	26.569	34.911	586.11	-0.27983	49.220	0.071694	vapor
1000.0	1.4000	167.78	0.0059601	23.055	31.399	221.63	26.570	34.917	586.44	-0.28036	49.239	0.071721	vapor
1000.0	1.6000	191.65	0.0052178	23.052	31.401	220.52	26.571	34.922	586.78	-0.28089	49.257	0.071747	vapor
1000.0	1.8000	215.50	0.0046404	23.050	31.403	219.53	26.572	34.928	587.12	-0.28142	49.276	0.071774	vapor
1000.0	2.0000	239.32	0.0041785	23.048	31.405	218.66	26.573	34.933	587.46	-0.28195	49.295	0.071801	vapor
1000.0	2.2000	263.12	0.0038006	23.046	31.407	217.86	26.574	34.939	587.80	-0.28248	49.314	0.071828	vapor
1000.0	2.4000	286.89	0.0034857	23.043	31.409	217.14	26.575	34.945	588.13	-0.28301	49.332	0.071854	vapor
1000.0	2.6000	310.64	0.0032192	23.041	31.411	216.47	26.576	34.950	588.47	-0.28354	49.351	0.071881	vapor
1000.0	2.8000	334.36	0.0029908	23.039	31.413	215.85	26.577	34.956	588.81	-0.28407	49.370	0.071908	vapor
1000.0	3.0000	358.06	0.0027928	23.036	31.415	215.27	26.578	34.961	589.15	-0.28460	49.388	0.071934	vapor
