Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
210.00	0.0000	0.0000	infinite	9.8302	11.576	-1.0000e+07	25.295	33.609	380.28	undefined	8.0479	0.022692	vapor
210.00	0.0010000	0.57275	1.7460	9.8300	11.576	133.46	25.295	33.611	380.27	8.4994	8.0481	0.022698	vapor
210.00	0.0020000	1.1456	0.87293	9.8298	11.576	127.69	25.296	33.614	380.26	8.4995	8.0482	0.022700	vapor
210.00	0.0030000	1.7184	0.58192	9.8296	11.575	124.32	25.296	33.616	380.25	8.4997	8.0483	0.022702	vapor
210.00	0.0040000	2.2914	0.43642	9.8294	11.575	121.93	25.297	33.618	380.23	8.4999	8.0484	0.022704	vapor
210.00	0.0050000	2.8644	0.34911	9.8292	11.575	120.07	25.297	33.621	380.22	8.5000	8.0486	0.022706	vapor
210.00	0.0060000	3.4375	0.29091	9.8291	11.575	118.55	25.298	33.623	380.21	8.5002	8.0487	0.022707	vapor
210.00	0.0070000	4.0106	0.24934	9.8289	11.574	117.27	25.298	33.625	380.20	8.5003	8.0488	0.022709	vapor
210.00	0.0080000	4.5838	0.21816	9.8287	11.574	116.16	25.299	33.628	380.19	8.5005	8.0489	0.022711	vapor
210.00	0.0090000	5.1570	0.19391	9.8285	11.574	115.18	25.299	33.630	380.18	8.5006	8.0491	0.022712	vapor
210.00	0.010000	5.7303	0.17451	9.8283	11.573	114.30	25.300	33.632	380.17	8.5008	8.0492	0.022714	vapor
210.00	0.011000	6.3037	0.15864	9.8281	11.573	113.51	25.300	33.635	380.15	8.5009	8.0493	0.022715	vapor
210.00	0.012000	6.8772	0.14541	9.8279	11.573	112.79	25.301	33.637	380.14	8.5011	8.0494	0.022716	vapor
210.00	0.013000	7.4507	0.13422	9.8277	11.573	112.12	25.301	33.639	380.13	8.5012	8.0496	0.022718	vapor
210.00	0.014000	8.0242	0.12462	9.8275	11.572	111.50	25.302	33.642	380.12	8.5014	8.0497	0.022719	vapor
210.00	0.015000	8.5978	0.11631	9.8273	11.572	110.93	25.302	33.644	380.11	8.5016	8.0498	0.022720	vapor
210.00	0.016000	9.1715	0.10903	9.8271	11.572	110.39	25.303	33.646	380.10	8.5017	8.0500	0.022722	vapor
210.00	0.017000	9.7453	0.10261	9.8270	11.571	109.89	25.303	33.649	380.09	8.5019	8.0501	0.022723	vapor
210.00	0.018000	10.319	0.096908	9.8268	11.571	109.41	25.304	33.651	380.08	8.5020	8.0502	0.022724	vapor
210.00	0.019000	10.893	0.091802	9.8266	11.571	108.96	25.304	33.653	380.06	8.5022	8.0503	0.022726	vapor
210.00	0.020000	11.467	0.087207	9.8264	11.571	108.53	25.305	33.656	380.05	8.5023	8.0505	0.022727	vapor
210.00	0.021000	12.041	0.083050	9.8262	11.570	108.12	25.305	33.658	380.04	8.5025	8.0506	0.022728	vapor
210.00	0.022000	12.615	0.079271	9.8260	11.570	107.74	25.306	33.660	380.03	8.5026	8.0507	0.022730	vapor
210.00	0.023000	13.189	0.075820	9.8258	11.570	107.37	25.306	33.663	380.02	8.5028	8.0509	0.022731	vapor
210.00	0.024000	13.763	0.072657	9.8256	11.569	107.01	25.307	33.665	380.01	8.5029	8.0510	0.022732	vapor
210.00	0.025000	14.338	0.069747	9.8254	11.569	106.67	25.307	33.667	380.00	8.5031	8.0511	0.022733	vapor
210.00	0.026000	14.912	0.067061	9.8252	11.569	106.34	25.308	33.670	379.98	8.5032	8.0512	0.022734	vapor
210.00	0.027000	15.486	0.064573	9.8250	11.569	106.03	25.308	33.672	379.97	8.5034	8.0514	0.022736	vapor
210.00	0.028000	16.061	0.062264	9.8248	11.568	105.73	25.309	33.674	379.96	8.5036	8.0515	0.022737	vapor
210.00	0.029000	16.635	0.060114	9.8247	11.568	105.43	25.309	33.677	379.95	8.5037	8.0516	0.022738	vapor
210.00	0.030000	17.210	0.058107	9.8245	11.568	105.15	25.310	33.679	379.94	8.5039	8.0517	0.022739	vapor
210.00	0.031000	17.784	0.056229	9.8243	11.567	104.88	25.310	33.681	379.93	8.5040	8.0519	0.022741	vapor
210.00	0.032000	18.359	0.054469	9.8241	11.567	104.61	25.311	33.684	379.92	8.5042	8.0520	0.022742	vapor
210.00	0.033000	18.934	0.052816	9.8239	11.567	104.36	25.311	33.686	379.91	8.5043	8.0521	0.022743	vapor
210.00	0.034000	19.509	0.051259	9.8237	11.567	104.11	25.312	33.688	379.89	8.5045	8.0523	0.022744	vapor
210.00	0.035000	20.084	0.049792	9.8235	11.566	103.86	25.312	33.691	379.88	8.5046	8.0524	0.022745	vapor
210.00	0.036000	20.658	0.048406	9.8233	11.566	103.63	25.313	33.693	379.87	8.5048	8.0525	0.022746	vapor
210.00	0.037000	21.233	0.047095	9.8231	11.566	103.40	25.313	33.695	379.86	8.5049	8.0526	0.022748	vapor
210.00	0.038000	21.809	0.045854	9.8229	11.565	103.18	25.314	33.698	379.85	8.5051	8.0528	0.022749	vapor
210.00	0.039000	22.384	0.044675	9.8227	11.565	102.96	25.314	33.700	379.84	8.5052	8.0529	0.022750	vapor
210.00	0.040000	22.959	0.043556	9.8226	11.565	102.75	25.315	33.702	379.83	8.5054	8.0530	0.022751	vapor
210.00	0.041000	23.534	0.042492	9.8224	11.565	102.54	25.315	33.705	379.81	8.5056	8.0532	0.022752	vapor
210.00	0.042000	24.109	0.041478	9.8222	11.564	102.34	25.316	33.707	379.80	8.5057	8.0533	0.022753	vapor
210.00	0.043000	24.685	0.040511	9.8220	11.564	102.15	25.316	33.709	379.79	8.5059	8.0534	0.022755	vapor
210.00	0.044000	25.260	0.039588	9.8218	11.564	101.95	25.317	33.712	379.78	8.5060	8.0535	0.022756	vapor
210.00	0.045000	25.836	0.038706	9.8216	11.563	101.77	25.317	33.714	379.77	8.5062	8.0537	0.022757	vapor
210.00	0.046000	26.411	0.037863	9.8214	11.563	101.58	25.318	33.717	379.76	8.5063	8.0538	0.022758	vapor
210.00	0.047000	26.987	0.037055	9.8212	11.563	101.40	25.318	33.719	379.75	8.5065	8.0539	0.022759	vapor
210.00	0.048000	27.563	0.036281	9.8210	11.563	101.23	25.319	33.721	379.74	8.5066	8.0541	0.022760	vapor
210.00	0.049000	28.138	0.035539	9.8208	11.562	101.05	25.319	33.724	379.72	8.5068	8.0542	0.022761	vapor
210.00	0.050000	28.714	0.034826	9.8206	11.562	100.89	25.320	33.726	379.71	8.5069	8.0543	0.022763	vapor
210.00	0.051000	29.290	0.034141	9.8204	11.562	100.72	25.320	33.728	379.70	8.5071	8.0545	0.022764	vapor
210.00	0.052000	29.866	0.033483	9.8203	11.561	100.56	25.321	33.731	379.69	8.5072	8.0546	0.022765	vapor
210.00	0.053000	30.442	0.032849	9.8201	11.561	100.40	25.321	33.733	379.68	8.5074	8.0547	0.022766	vapor
210.00	0.054000	31.018	0.032239	9.8199	11.561	100.24	25.322	33.735	379.67	8.5075	8.0548	0.022767	vapor
210.00	0.055000	31.594	0.031651	9.8197	11.560	100.09	25.322	33.738	379.66	8.5077	8.0550	0.022768	vapor
210.00	0.056000	32.171	0.031084	9.8195	11.560	99.938	25.323	33.740	379.64	8.5079	8.0551	0.022769	vapor
210.00	0.057000	32.747	0.030537	9.8193	11.560	99.790	25.323	33.742	379.63	8.5080	8.0552	0.022770	vapor
210.00	0.058000	33.323	0.030009	9.8191	11.560	99.644	25.324	33.745	379.62	8.5082	8.0554	0.022772	vapor
