Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
270.00	0.0000	0.0000	infinite	11.378	13.622	-1.0000e+07	26.465	34.780	428.83	undefined	10.136	0.030104	vapor
270.00	0.0010000	0.44546	2.2449	11.377	13.622	142.02	26.466	34.781	428.82	5.3472	10.136	0.030107	vapor
270.00	0.0020000	0.89094	1.1224	11.377	13.622	136.26	26.466	34.782	428.82	5.3472	10.136	0.030108	vapor
270.00	0.0030000	1.3365	0.74825	11.377	13.622	132.89	26.466	34.784	428.81	5.3471	10.137	0.030109	vapor
270.00	0.0040000	1.7820	0.56117	11.377	13.622	130.49	26.466	34.785	428.81	5.3471	10.137	0.030111	vapor
270.00	0.0050000	2.2275	0.44893	11.377	13.622	128.64	26.467	34.786	428.81	5.3470	10.137	0.030112	vapor
270.00	0.0060000	2.6731	0.37410	11.377	13.621	127.12	26.467	34.787	428.80	5.3470	10.137	0.030113	vapor
270.00	0.0070000	3.1187	0.32065	11.377	13.621	125.84	26.467	34.788	428.80	5.3470	10.137	0.030114	vapor
270.00	0.0080000	3.5643	0.28056	11.377	13.621	124.73	26.467	34.789	428.79	5.3469	10.137	0.030115	vapor
270.00	0.0090000	4.0099	0.24938	11.376	13.621	123.75	26.467	34.791	428.79	5.3469	10.137	0.030115	vapor
270.00	0.010000	4.4556	0.22444	11.376	13.621	122.87	26.468	34.792	428.78	5.3468	10.138	0.030116	vapor
270.00	0.011000	4.9013	0.20403	11.376	13.620	122.08	26.468	34.793	428.78	5.3468	10.138	0.030117	vapor
270.00	0.012000	5.3470	0.18702	11.376	13.620	121.36	26.468	34.794	428.77	5.3468	10.138	0.030118	vapor
270.00	0.013000	5.7927	0.17263	11.376	13.620	120.69	26.468	34.795	428.77	5.3467	10.138	0.030119	vapor
270.00	0.014000	6.2384	0.16030	11.376	13.620	120.07	26.469	34.797	428.76	5.3467	10.138	0.030120	vapor
270.00	0.015000	6.6842	0.14961	11.376	13.620	119.50	26.469	34.798	428.76	5.3466	10.138	0.030121	vapor
270.00	0.016000	7.1300	0.14025	11.375	13.620	118.96	26.469	34.799	428.75	5.3466	10.138	0.030122	vapor
270.00	0.017000	7.5758	0.13200	11.375	13.619	118.46	26.469	34.800	428.75	5.3466	10.138	0.030123	vapor
270.00	0.018000	8.0216	0.12466	11.375	13.619	117.98	26.469	34.801	428.74	5.3465	10.139	0.030124	vapor
270.00	0.019000	8.4675	0.11810	11.375	13.619	117.53	26.470	34.803	428.74	5.3465	10.139	0.030124	vapor
270.00	0.020000	8.9134	0.11219	11.375	13.619	117.10	26.470	34.804	428.73	5.3464	10.139	0.030125	vapor
270.00	0.021000	9.3593	0.10685	11.375	13.619	116.70	26.470	34.805	428.73	5.3464	10.139	0.030126	vapor
270.00	0.022000	9.8052	0.10199	11.375	13.618	116.31	26.470	34.806	428.72	5.3464	10.139	0.030127	vapor
270.00	0.023000	10.251	0.097550	11.375	13.618	115.94	26.470	34.807	428.72	5.3463	10.139	0.030128	vapor
270.00	0.024000	10.697	0.093483	11.374	13.618	115.59	26.471	34.809	428.71	5.3463	10.139	0.030129	vapor
270.00	0.025000	11.143	0.089742	11.374	13.618	115.25	26.471	34.810	428.71	5.3462	10.140	0.030129	vapor
270.00	0.026000	11.589	0.086288	11.374	13.618	114.92	26.471	34.811	428.70	5.3462	10.140	0.030130	vapor
270.00	0.027000	12.035	0.083090	11.374	13.617	114.61	26.471	34.812	428.70	5.3462	10.140	0.030131	vapor
270.00	0.028000	12.481	0.080121	11.374	13.617	114.30	26.472	34.813	428.69	5.3461	10.140	0.030132	vapor
270.00	0.029000	12.927	0.077356	11.374	13.617	114.01	26.472	34.815	428.69	5.3461	10.140	0.030133	vapor
270.00	0.030000	13.373	0.074776	11.374	13.617	113.73	26.472	34.816	428.68	5.3461	10.140	0.030134	vapor
270.00	0.031000	13.819	0.072362	11.374	13.617	113.46	26.472	34.817	428.68	5.3460	10.140	0.030134	vapor
270.00	0.032000	14.266	0.070099	11.373	13.617	113.19	26.472	34.818	428.67	5.3460	10.140	0.030135	vapor
270.00	0.033000	14.712	0.067973	11.373	13.616	112.93	26.473	34.819	428.67	5.3459	10.141	0.030136	vapor
270.00	0.034000	15.158	0.065972	11.373	13.616	112.69	26.473	34.820	428.66	5.3459	10.141	0.030137	vapor
