Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
540.00	0.0000	0.0000	infinite	20.255	24.745	-1.0000e+07	40.605	48.920	580.67	undefined	17.917	0.076227	vapor
540.00	0.0010000	0.22273	4.4898	20.255	24.745	170.00	40.605	48.920	580.67	0.97307	17.917	0.076228	vapor
540.00	0.0020000	0.44545	2.2449	20.255	24.745	164.24	40.605	48.920	580.67	0.97305	17.917	0.076228	vapor
540.00	0.0030000	0.66817	1.4966	20.255	24.745	160.87	40.605	48.920	580.67	0.97302	17.917	0.076228	vapor
540.00	0.0040000	0.89090	1.1225	20.255	24.745	158.48	40.605	48.921	580.67	0.97300	17.917	0.076229	vapor
540.00	0.0050000	1.1136	0.89797	20.255	24.745	156.62	40.605	48.921	580.67	0.97298	17.917	0.076229	vapor
540.00	0.0060000	1.3363	0.74831	20.255	24.745	155.11	40.605	48.921	580.67	0.97295	17.917	0.076230	vapor
540.00	0.0070000	1.5591	0.64141	20.255	24.745	153.82	40.605	48.921	580.68	0.97293	17.917	0.076230	vapor
540.00	0.0080000	1.7818	0.56123	20.255	24.745	152.71	40.605	48.921	580.68	0.97291	17.918	0.076230	vapor
540.00	0.0090000	2.0045	0.49887	20.255	24.744	151.73	40.605	48.922	580.68	0.97289	17.918	0.076231	vapor
540.00	0.010000	2.2272	0.44899	20.255	24.744	150.86	40.605	48.922	580.68	0.97286	17.918	0.076231	vapor
540.00	0.011000	2.4500	0.40817	20.255	24.744	150.07	40.605	48.922	580.68	0.97284	17.918	0.076232	vapor
540.00	0.012000	2.6727	0.37416	20.254	24.744	149.34	40.605	48.922	580.68	0.97282	17.918	0.076232	vapor
540.00	0.013000	2.8954	0.34538	20.254	24.744	148.68	40.606	48.922	580.69	0.97279	17.918	0.076232	vapor
540.00	0.014000	3.1181	0.32071	20.254	24.744	148.06	40.606	48.923	580.69	0.97277	17.918	0.076233	vapor
540.00	0.015000	3.3408	0.29933	20.254	24.744	147.49	40.606	48.923	580.69	0.97275	17.918	0.076233	vapor
540.00	0.016000	3.5636	0.28062	20.254	24.744	146.95	40.606	48.923	580.69	0.97273	17.918	0.076233	vapor
540.00	0.017000	3.7863	0.26411	20.254	24.744	146.45	40.606	48.923	580.69	0.97270	17.918	0.076234	vapor
540.00	0.018000	4.0090	0.24944	20.254	24.744	145.97	40.606	48.924	580.69	0.97268	17.918	0.076234	vapor
540.00	0.019000	4.2317	0.23631	20.254	24.744	145.52	40.606	48.924	580.69	0.97266	17.919	0.076235	vapor
540.00	0.020000	4.4544	0.22449	20.254	24.744	145.09	40.606	48.924	580.70	0.97263	17.919	0.076235	vapor
540.00	0.021000	4.6772	0.21380	20.254	24.744	144.69	40.606	48.924	580.70	0.97261	17.919	0.076235	vapor
540.00	0.022000	4.8999	0.20409	20.254	24.744	144.30	40.606	48.924	580.70	0.97259	17.919	0.076236	vapor
540.00	0.023000	5.1226	0.19521	20.254	24.744	143.93	40.606	48.925	580.70	0.97257	17.919	0.076236	vapor
540.00	0.024000	5.3453	0.18708	20.254	24.744	143.58	40.606	48.925	580.70	0.97254	17.919	0.076236	vapor
540.00	0.025000	5.5680	0.17960	20.254	24.744	143.24	40.606	48.925	580.70	0.97252	17.919	0.076237	vapor
540.00	0.026000	5.7908	0.17269	20.254	24.744	142.91	40.606	48.925	580.70	0.97250	17.919	0.076237	vapor
540.00	0.027000	6.0135	0.16629	20.254	24.744	142.60	40.606	48.926	580.71	0.97247	17.919	0.076237	vapor
540.00	0.028000	6.2362	0.16035	20.254	24.744	142.30	40.606	48.926	580.71	0.97245	17.919	0.076238	vapor
540.00	0.029000	6.4589	0.15483	20.254	24.744	142.00	40.606	48.926	580.71	0.97243	17.919	0.076238	vapor
540.00	0.030000	6.6816	0.14966	20.254	24.743	141.72	40.606	48.926	580.71	0.97241	17.919	0.076239	vapor
540.00	0.031000	6.9043	0.14484	20.253	24.743	141.45	40.606	48.926	580.71	0.97238	17.920	0.076239	vapor
540.00	0.032000	7.1270	0.14031	20.253	24.743	141.19	40.606	48.927	580.71	0.97236	17.920	0.076239	vapor
540.00	0.033000	7.3498	0.13606	20.253	24.743	140.93	40.606	48.927	580.72	0.97234	17.920	0.076240	vapor
540.00	0.034000	7.5725	0.13206	20.253	24.743	140.68	40.606	48.927	580.72	0.97231	17.920	0.076240	vapor
540.00	0.035000	7.7952	0.12828	20.253	24.743	140.44	40.606	48.927	580.72	0.97229	17.920	0.076240	vapor
540.00	0.036000	8.0179	0.12472	20.253	24.743	140.21	40.606	48.927	580.72	0.97227	17.920	0.076241	vapor
540.00	0.037000	8.2406	0.12135	20.253	24.743	139.98	40.606	48.928	580.72	0.97225	17.920	0.076241	vapor
540.00	0.038000	8.4633	0.11816	20.253	24.743	139.76	40.606	48.928	580.72	0.97222	17.920	0.076241	vapor
540.00	0.039000	8.6860	0.11513	20.253	24.743	139.54	40.606	48.928	580.72	0.97220	17.920	0.076242	vapor
540.00	0.040000	8.9088	0.11225	20.253	24.743	139.33	40.606	48.928	580.73	0.97218	17.920	0.076242	vapor
540.00	0.041000	9.1315	0.10951	20.253	24.743	139.12	40.606	48.929	580.73	0.97215	17.920	0.076243	vapor
540.00	0.042000	9.3542	0.10690	20.253	24.743	138.92	40.606	48.929	580.73	0.97213	17.921	0.076243	vapor
540.00	0.043000	9.5769	0.10442	20.253	24.743	138.73	40.606	48.929	580.73	0.97211	17.921	0.076243	vapor
540.00	0.044000	9.7996	0.10204	20.253	24.743	138.54	40.606	48.929	580.73	0.97209	17.921	0.076244	vapor
540.00	0.045000	10.022	0.099777	20.253	24.743	138.35	40.606	48.929	580.73	0.97206	17.921	0.076244	vapor
540.00	0.046000	10.245	0.097608	20.253	24.743	138.17	40.606	48.930	580.73	0.97204	17.921	0.076244	vapor
540.00	0.047000	10.468	0.095532	20.253	24.743	137.99	40.606	48.930	580.74	0.97202	17.921	0.076245	vapor
540.00	0.048000	10.690	0.093541	20.253	24.743	137.81	40.607	48.930	580.74	0.97199	17.921	0.076245	vapor
540.00	0.049000	10.913	0.091632	20.253	24.743	137.64	40.607	48.930	580.74	0.97197	17.921	0.076245	vapor
540.00	0.050000	11.136	0.089800	20.253	24.743	137.47	40.607	48.930	580.74	0.97195	17.921	0.076246	vapor
540.00	0.051000	11.359	0.088039	20.252	24.742	137.31	40.607	48.931	580.74	0.97193	17.921	0.076246	vapor
540.00	0.052000	11.581	0.086346	20.252	24.742	137.15	40.607	48.931	580.74	0.97190	17.921	0.076246	vapor
540.00	0.053000	11.804	0.084717	20.252	24.742	136.99	40.607	48.931	580.74	0.97188	17.921	0.076247	vapor
540.00	0.054000	12.027	0.083148	20.252	24.742	136.83	40.607	48.931	580.75	0.97186	17.922	0.076247	vapor
540.00	0.055000	12.249	0.081637	20.252	24.742	136.68	40.607	48.932	580.75	0.97183	17.922	0.076247	vapor
540.00	0.056000	12.472	0.080179	20.252	24.742	136.53	40.607	48.932	580.75	0.97181	17.922	0.076248	vapor
540.00	0.057000	12.695	0.078772	20.252	24.742	136.38	40.607	48.932	580.75	0.97179	17.922	0.076248	vapor
540.00	0.058000	12.918	0.077414	20.252	24.742	136.24	40.607	48.932	580.75	0.97177	17.922	0.076249	vapor
540.00	0.059000	13.140	0.076102	20.252	24.742	136.10	40.607	48.932	580.75	0.97174	17.922	0.076249	vapor
540.00	0.060000	13.363	0.074834	20.252	24.742	135.96	40.607	48.933	580.76	0.97172	17.922	0.076249	vapor
540.00	0.061000	13.586	0.073607	20.252	24.742	135.82	40.607	48.933	580.76	0.97170	17.922	0.076250	vapor
540.00	0.062000	13.808	0.072420	20.252	24.742	135.68	40.607	48.933	580.76	0.97167	17.922	0.076250	vapor
540.00	0.063000	14.031	0.071270	20.252	24.742	135.55	40.607	48.933	580.76	0.97165	17.922	0.076250	vapor
540.00	0.064000	14.254	0.070157	20.252	24.742	135.42	40.607	48.933	580.76	0.97163	17.922	0.076251	vapor
540.00	0.065000	14.476	0.069078	20.252	24.742	135.29	40.607	48.934	580.76	0.97161	17.923	0.076251	vapor
540.00	0.066000	14.699	0.068031	20.252	24.742	135.16	40.607	48.934	580.76	0.97158	17.923	0.076251	vapor
540.00	0.067000	14.922	0.067016	20.252	24.742	135.04	40.607	48.934	580.77	0.97156	17.923	0.076252	vapor
540.00	0.068000	15.145	0.066030	20.252	24.742	134.91	40.607	48.934	580.77	0.97154	17.923	0.076252	vapor
540.00	0.069000	15.367	0.065073	20.252	24.742	134.79	40.607	48.935	580.77	0.97151	17.923	0.076252	vapor
540.00	0.070000	15.590	0.064144	20.252	24.742	134.67	40.607	48.935	580.77	0.97149	17.923	0.076253	vapor
540.00	0.071000	15.813	0.063240	20.251	24.742	134.56	40.607	48.935	580.77	0.97147	17.923	0.076253	vapor
540.00	0.072000	16.035	0.062362	20.251	24.741	134.44	40.607	48.935	580.77	0.97145	17.923	0.076253	vapor
540.00	0.073000	16.258	0.061508	20.251	24.741	134.32	40.607	48.935	580.77	0.97142	17.923	0.076254	vapor
540.00	0.074000	16.481	0.060677	20.251	24.741	134.21	40.607	48.936	580.78	0.97140	17.923	0.076254	vapor
540.00	0.075000	16.704	0.059868	20.251	24.741	134.10	40.607	48.936	580.78	0.97138	17.923	0.076255	vapor
540.00	0.076000	16.926	0.059080	20.251	24.741	133.99	40.607	48.936	580.78	0.97135	17.923	0.076255	vapor
540.00	0.077000	17.149	0.058313	20.251	24.741	133.88	40.607	48.936	580.78	0.97133	17.924	0.076255	vapor
540.00	0.078000	17.372	0.057565	20.251	24.741	133.77	40.607	48.937	580.78	0.97131	17.924	0.076256	vapor
540.00	0.079000	17.594	0.056837	20.251	24.741	133.67	40.607	48.937	580.78	0.97129	17.924	0.076256	vapor
540.00	0.080000	17.817	0.056126	20.251	24.741	133.56	40.607	48.937	580.79	0.97126	17.924	0.076256	vapor
540.00	0.081000	18.040	0.055433	20.251	24.741	133.46	40.607	48.937	580.79	0.97124	17.924	0.076257	vapor
540.00	0.082000	18.262	0.054757	20.251	24.741	133.36	40.607	48.937	580.79	0.97122	17.924	0.076257	vapor
540.00	0.083000	18.485	0.054098	20.251	24.741	133.26	40.607	48.938	580.79	0.97119	17.924	0.076257	vapor
540.00	0.084000	18.708	0.053454	20.251	24.741	133.16	40.608	48.938	580.79	0.97117	17.924	0.076258	vapor
540.00	0.085000	18.931	0.052825	20.251	24.741	133.06	40.608	48.938	580.79	0.97115	17.924	0.076258	vapor
540.00	0.086000	19.153	0.052211	20.251	24.741	132.96	40.608	48.938	580.79	0.97113	17.924	0.076258	vapor
540.00	0.087000	19.376	0.051610	20.251	24.741	132.86	40.608	48.938	580.80	0.97110	17.924	0.076259	vapor
540.00	0.088000	19.599	0.051024	20.251	24.741	132.77	40.608	48.939	580.80	0.97108	17.925	0.076259	vapor
540.00	0.089000	19.821	0.050451	20.251	24.741	132.67	40.608	48.939	580.80	0.97106	17.925	0.076259	vapor
540.00	0.090000	20.044	0.049890	20.250	24.741	132.58	40.608	48.939	580.80	0.97103	17.925	0.076260	vapor
540.00	0.091000	20.267	0.049342	20.250	24.741	132.49	40.608	48.939	580.80	0.97101	17.925	0.076260	vapor
540.00	0.092000	20.489	0.048806	20.250	24.741	132.40	40.608	48.940	580.80	0.97099	17.925	0.076260	vapor
540.00	0.093000	20.712	0.048281	20.250	24.740	132.31	40.608	48.940	580.80	0.97096	17.925	0.076261	vapor
540.00	0.094000	20.935	0.047767	20.250	24.740	132.22	40.608	48.940	580.81	0.97094	17.925	0.076261	vapor
540.00	0.095000	21.157	0.047265	20.250	24.740	132.13	40.608	48.940	580.81	0.97092	17.925	0.076262	vapor
540.00	0.096000	21.380	0.046772	20.250	24.740	132.04	40.608	48.940	580.81	0.97090	17.925	0.076262	vapor
540.00	0.097000	21.603	0.046290	20.250	24.740	131.96	40.608	48.941	580.81	0.97087	17.925	0.076262	vapor
540.00	0.098000	21.826	0.045818	20.250	24.740	131.87	40.608	48.941	580.81	0.97085	17.925	0.076263	vapor
540.00	0.099000	22.048	0.045355	20.250	24.740	131.79	40.608	48.941	580.81	0.97083	17.926	0.076263	vapor
540.00	0.10000	22.271	0.044902	20.250	24.740	131.70	40.608	48.941	580.82	0.97080	17.926	0.076263	vapor
