Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
570.00	0.0000	0.0000	infinite	21.500	26.239	-1.0000e+07	42.402	50.716	594.43	undefined	18.661	0.082404	vapor
570.00	0.0010000	0.21100	4.7393	21.500	26.239	172.70	42.402	50.716	594.43	0.81880	18.661	0.082405	vapor
570.00	0.0020000	0.42200	2.3696	21.500	26.239	166.93	42.402	50.716	594.43	0.81878	18.661	0.082405	vapor
570.00	0.0030000	0.63301	1.5798	21.500	26.239	163.56	42.402	50.717	594.43	0.81876	18.661	0.082405	vapor
570.00	0.0040000	0.84401	1.1848	21.500	26.239	161.17	42.402	50.717	594.43	0.81874	18.661	0.082406	vapor
570.00	0.0050000	1.0550	0.94786	21.500	26.239	159.32	42.402	50.717	594.43	0.81872	18.661	0.082406	vapor
570.00	0.0060000	1.2660	0.78988	21.500	26.239	157.80	42.402	50.717	594.44	0.81870	18.661	0.082407	vapor
570.00	0.0070000	1.4770	0.67704	21.500	26.239	156.52	42.402	50.717	594.44	0.81868	18.661	0.082407	vapor
570.00	0.0080000	1.6880	0.59241	21.500	26.239	155.41	42.402	50.718	594.44	0.81866	18.661	0.082407	vapor
570.00	0.0090000	1.8990	0.52659	21.500	26.239	154.43	42.402	50.718	594.44	0.81864	18.662	0.082408	vapor
570.00	0.010000	2.1100	0.47393	21.500	26.239	153.55	42.402	50.718	594.44	0.81861	18.662	0.082408	vapor
570.00	0.011000	2.3210	0.43085	21.500	26.239	152.76	42.402	50.718	594.44	0.81859	18.662	0.082408	vapor
570.00	0.012000	2.5320	0.39495	21.500	26.239	152.04	42.402	50.718	594.45	0.81857	18.662	0.082409	vapor
570.00	0.013000	2.7430	0.36457	21.500	26.239	151.37	42.402	50.719	594.45	0.81855	18.662	0.082409	vapor
570.00	0.014000	2.9540	0.33853	21.500	26.239	150.75	42.402	50.719	594.45	0.81853	18.662	0.082409	vapor
570.00	0.015000	3.1650	0.31596	21.499	26.239	150.18	42.402	50.719	594.45	0.81851	18.662	0.082410	vapor
570.00	0.016000	3.3760	0.29621	21.499	26.239	149.64	42.402	50.719	594.45	0.81849	18.662	0.082410	vapor
570.00	0.017000	3.5870	0.27879	21.499	26.239	149.14	42.402	50.719	594.45	0.81847	18.662	0.082410	vapor
570.00	0.018000	3.7980	0.26330	21.499	26.239	148.66	42.402	50.720	594.46	0.81845	18.662	0.082411	vapor
570.00	0.019000	4.0090	0.24944	21.499	26.239	148.21	42.402	50.720	594.46	0.81843	18.662	0.082411	vapor
570.00	0.020000	4.2200	0.23697	21.499	26.239	147.79	42.402	50.720	594.46	0.81841	18.662	0.082412	vapor
570.00	0.021000	4.4309	0.22569	21.499	26.239	147.38	42.402	50.720	594.46	0.81839	18.663	0.082412	vapor
570.00	0.022000	4.6419	0.21543	21.499	26.239	146.99	42.402	50.720	594.46	0.81837	18.663	0.082412	vapor
570.00	0.023000	4.8529	0.20606	21.499	26.239	146.63	42.402	50.720	594.46	0.81835	18.663	0.082413	vapor
570.00	0.024000	5.0639	0.19748	21.499	26.238	146.27	42.402	50.721	594.47	0.81833	18.663	0.082413	vapor
570.00	0.025000	5.2749	0.18958	21.499	26.238	145.93	42.402	50.721	594.47	0.81831	18.663	0.082413	vapor
570.00	0.026000	5.4859	0.18229	21.499	26.238	145.61	42.402	50.721	594.47	0.81829	18.663	0.082414	vapor
570.00	0.027000	5.6969	0.17553	21.499	26.238	145.29	42.402	50.721	594.47	0.81827	18.663	0.082414	vapor
570.00	0.028000	5.9079	0.16927	21.499	26.238	144.99	42.402	50.721	594.47	0.81825	18.663	0.082414	vapor
570.00	0.029000	6.1189	0.16343	21.499	26.238	144.70	42.402	50.722	594.47	0.81823	18.663	0.082415	vapor
570.00	0.030000	6.3299	0.15798	21.499	26.238	144.42	42.402	50.722	594.48	0.81821	18.663	0.082415	vapor
570.00	0.031000	6.5408	0.15289	21.499	26.238	144.14	42.402	50.722	594.48	0.81819	18.663	0.082415	vapor
570.00	0.032000	6.7518	0.14811	21.499	26.238	143.88	42.402	50.722	594.48	0.81817	18.663	0.082416	vapor
570.00	0.033000	6.9628	0.14362	21.499	26.238	143.62	42.402	50.722	594.48	0.81815	18.664	0.082416	vapor
570.00	0.034000	7.1738	0.13940	21.499	26.238	143.37	42.402	50.723	594.48	0.81813	18.664	0.082416	vapor
570.00	0.035000	7.3848	0.13541	21.499	26.238	143.13	42.402	50.723	594.48	0.81811	18.664	0.082417	vapor
570.00	0.036000	7.5958	0.13165	21.499	26.238	142.90	42.402	50.723	594.49	0.81809	18.664	0.082417	vapor
570.00	0.037000	7.8068	0.12809	21.498	26.238	142.67	42.402	50.723	594.49	0.81807	18.664	0.082417	vapor
570.00	0.038000	8.0177	0.12472	21.498	26.238	142.45	42.402	50.723	594.49	0.81805	18.664	0.082418	vapor
570.00	0.039000	8.2287	0.12153	21.498	26.238	142.23	42.403	50.723	594.49	0.81803	18.664	0.082418	vapor
570.00	0.040000	8.4397	0.11849	21.498	26.238	142.02	42.403	50.724	594.49	0.81801	18.664	0.082418	vapor
570.00	0.041000	8.6507	0.11560	21.498	26.238	141.82	42.403	50.724	594.49	0.81799	18.664	0.082419	vapor
570.00	0.042000	8.8617	0.11285	21.498	26.238	141.62	42.403	50.724	594.50	0.81797	18.664	0.082419	vapor
570.00	0.043000	9.0726	0.11022	21.498	26.238	141.42	42.403	50.724	594.50	0.81795	18.664	0.082419	vapor
570.00	0.044000	9.2836	0.10772	21.498	26.238	141.23	42.403	50.724	594.50	0.81793	18.664	0.082420	vapor
570.00	0.045000	9.4946	0.10532	21.498	26.238	141.04	42.403	50.725	594.50	0.81791	18.665	0.082420	vapor
570.00	0.046000	9.7056	0.10303	21.498	26.238	140.86	42.403	50.725	594.50	0.81789	18.665	0.082420	vapor
570.00	0.047000	9.9166	0.10084	21.498	26.238	140.68	42.403	50.725	594.50	0.81787	18.665	0.082421	vapor
570.00	0.048000	10.128	0.098741	21.498	26.237	140.51	42.403	50.725	594.51	0.81785	18.665	0.082421	vapor
570.00	0.049000	10.339	0.096726	21.498	26.237	140.33	42.403	50.725	594.51	0.81783	18.665	0.082421	vapor
570.00	0.050000	10.549	0.094791	21.498	26.237	140.17	42.403	50.726	594.51	0.81781	18.665	0.082422	vapor
570.00	0.051000	10.760	0.092933	21.498	26.237	140.00	42.403	50.726	594.51	0.81779	18.665	0.082422	vapor
570.00	0.052000	10.971	0.091146	21.498	26.237	139.84	42.403	50.726	594.51	0.81777	18.665	0.082422	vapor
570.00	0.053000	11.182	0.089426	21.498	26.237	139.68	42.403	50.726	594.51	0.81775	18.665	0.082423	vapor
570.00	0.054000	11.393	0.087770	21.498	26.237	139.53	42.403	50.726	594.52	0.81773	18.665	0.082423	vapor
570.00	0.055000	11.604	0.086174	21.498	26.237	139.37	42.403	50.727	594.52	0.81771	18.665	0.082423	vapor
