Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
120.00	0.024000	24.215	0.041296	7.5626	8.5537	88.261	25.096	33.627	286.75	24.232	4.6703	0.012134	vapor
120.00	0.025000	25.231	0.039633	7.5620	8.5529	87.917	25.102	33.642	286.70	24.244	4.6701	0.012136	vapor
120.00	0.026000	26.248	0.038098	7.5615	8.5520	87.586	25.108	33.657	286.65	24.255	4.6699	0.012137	vapor
120.00	0.027000	27.265	0.036677	7.5609	8.5512	87.268	25.113	33.672	286.60	24.267	4.6697	0.012139	vapor
120.00	0.028000	28.283	0.035357	7.5604	8.5504	86.961	25.119	33.687	286.55	24.278	4.6695	0.012141	vapor
120.00	0.029000	29.301	0.034128	7.5599	8.5496	86.665	25.125	33.703	286.50	24.289	4.6693	0.012143	vapor
120.00	0.030000	30.320	0.032981	7.5593	8.5488	86.378	25.131	33.718	286.45	24.300	4.6691	0.012145	vapor
120.00	0.031000	31.340	0.031908	7.5588	8.5479	86.101	25.136	33.733	286.40	24.311	4.6689	0.012147	vapor
120.00	0.032000	32.360	0.030902	7.5583	8.5471	85.833	25.142	33.748	286.35	24.322	4.6687	0.012149	vapor
120.00	0.033000	33.381	0.029957	7.5577	8.5463	85.572	25.148	33.763	286.30	24.333	4.6685	0.012151	vapor
120.00	0.034000	34.402	0.029068	7.5572	8.5455	85.319	25.154	33.779	286.25	24.344	4.6683	0.012153	vapor
120.00	0.035000	35.424	0.028229	7.5566	8.5447	85.074	25.159	33.794	286.20	24.355	4.6681	0.012155	vapor
120.00	0.036000	36.447	0.027437	7.5561	8.5438	84.835	25.165	33.810	286.15	24.366	4.6679	0.012157	vapor
120.00	0.037000	37.470	0.026688	7.5555	8.5430	84.603	25.171	33.825	286.10	24.376	4.6677	0.012159	vapor
120.00	0.038000	38.493	0.025979	7.5550	8.5422	84.376	25.177	33.841	286.05	24.387	4.6675	0.012162	vapor
120.00	0.039000	39.518	0.025305	7.5545	8.5414	84.156	25.183	33.856	286.00	24.398	4.6673	0.012164	vapor
120.00	0.040000	40.542	0.024666	7.5539	8.5405	83.941	25.189	33.872	285.94	24.408	4.6671	0.012166	vapor
120.00	0.041000	41.568	0.024057	7.5534	8.5397	83.731	25.195	33.887	285.89	24.418	4.6669	0.012168	vapor
120.00	0.042000	42.594	0.023478	7.5528	8.5389	83.526	25.201	33.903	285.84	24.429	4.6667	0.012170	vapor
120.00	0.043000	43.620	0.022925	7.5523	8.5381	83.326	25.206	33.919	285.79	24.439	4.6665	0.012172	vapor
120.00	0.044000	44.648	0.022398	7.5517	8.5372	83.130	25.212	33.934	285.74	24.449	4.6663	0.012174	vapor
120.00	0.045000	45.676	0.021894	7.5512	8.5364	82.939	25.218	33.950	285.69	24.459	4.6661	0.012176	vapor
120.00	0.046000	46.704	0.021411	7.5506	8.5356	82.751	25.224	33.966	285.64	24.469	4.6659	0.012178	vapor
120.00	0.047000	47.733	0.020950	7.5501	8.5347	82.568	25.230	33.982	285.59	24.479	4.6657	0.012180	vapor
120.00	0.048000	48.763	0.020507	7.5495	8.5339	82.388	25.236	33.998	285.54	24.489	4.6655	0.012183	vapor
120.00	0.049000	49.793	0.020083	7.5490	8.5331	82.212	25.242	34.014	285.49	24.499	4.6652	0.012185	vapor
120.00	0.050000	50.824	0.019676	7.5484	8.5322	82.040	25.248	34.030	285.44	24.509	4.6650	0.012187	vapor
120.00	0.051000	51.855	0.019284	7.5479	8.5314	81.870	25.254	34.046	285.39	24.519	4.6648	0.012189	vapor
120.00	0.052000	52.887	0.018908	7.5473	8.5306	81.704	25.260	34.062	285.34	24.529	4.6646	0.012191	vapor
120.00	0.053000	53.920	0.018546	7.5468	8.5297	81.541	25.267	34.078	285.29	24.538	4.6644	0.012194	vapor
120.00	0.054000	54.953	0.018197	7.5462	8.5289	81.381	25.273	34.094	285.23	24.548	4.6642	0.012196	vapor
120.00	0.055000	55.987	0.017861	7.5457	8.5281	81.224	25.279	34.110	285.18	24.558	4.6640	0.012198	vapor
120.00	0.056000	57.022	0.017537	7.5451	8.5272	81.069	25.285	34.126	285.13	24.567	4.6638	0.012200	vapor
120.00	0.057000	58.057	0.017225	7.5446	8.5264	80.918	25.291	34.143	285.08	24.577	4.6635	0.012202	vapor
120.00	0.058000	59.092	0.016923	7.5440	8.5255	80.768	25.297	34.159	285.03	24.586	4.6633	0.012205	vapor
120.00	0.059000	60.129	0.016631	7.5435	8.5247	80.622	25.303	34.175	284.98	24.595	4.6631	0.012207	vapor
120.00	0.060000	61.166	0.016349	7.5429	8.5239	80.477	25.309	34.192	284.93	24.605	4.6629	0.012209	vapor
120.00	0.061000	62.203	0.016076	7.5424	8.5230	80.335	25.316	34.208	284.88	24.614	4.6627	0.012212	vapor
120.00	0.062000	63.241	0.015812	7.5418	8.5222	80.195	25.322	34.224	284.82	24.623	4.6624	0.012214	vapor
120.00	0.063000	64.280	0.015557	7.5412	8.5213	80.057	25.328	34.241	284.77	24.632	4.6622	0.012216	vapor
120.00	0.064000	65.320	0.015309	7.5407	8.5205	79.922	25.334	34.257	284.72	24.642	4.6620	0.012218	vapor
120.00	0.065000	66.360	0.015069	7.5401	8.5196	79.788	25.341	34.274	284.67	24.651	4.6618	0.012221	vapor
120.00	0.066000	67.400	0.014837	7.5396	8.5188	79.657	25.347	34.291	284.62	24.660	4.6615	0.012223	vapor
120.00	0.067000	68.442	0.014611	7.5390	8.5179	79.527	25.353	34.307	284.57	24.669	4.6613	0.012226	vapor
120.00	0.068000	69.484	0.014392	7.5385	8.5171	79.399	25.359	34.324	284.52	24.678	4.6611	0.012228	vapor
120.00	0.069000	70.526	0.014179	7.5379	8.5163	79.273	25.366	34.341	284.46	24.687	4.6609	0.012230	vapor
120.00	0.070000	71.569	0.013972	7.5373	8.5154	79.148	25.372	34.357	284.41	24.696	4.6606	0.012233	vapor
120.00	0.071000	72.613	0.013772	7.5368	8.5146	79.026	25.378	34.374	284.36	24.705	4.6604	0.012235	vapor
120.00	0.072000	73.658	0.013576	7.5362	8.5137	78.905	25.385	34.391	284.31	24.713	4.6602	0.012237	vapor
120.00	0.073000	74.703	0.013386	7.5356	8.5129	78.785	25.391	34.408	284.26	24.722	4.6599	0.012240	vapor
120.00	0.074000	75.748	0.013202	7.5351	8.5120	78.667	25.397	34.425	284.20	24.731	4.6597	0.012242	vapor
120.00	0.075000	76.795	0.013022	7.5345	8.5112	78.551	25.404	34.442	284.15	24.740	4.6595	0.012245	vapor
120.00	0.076000	77.842	0.012847	7.5340	8.5103	78.436	25.410	34.459	284.10	24.749	4.6592	0.012247	vapor
120.00	0.077000	78.889	0.012676	7.5334	8.5094	78.323	25.416	34.476	284.05	24.757	4.6590	0.012250	vapor
120.00	0.078000	79.938	0.012510	7.5328	8.5086	78.211	25.423	34.493	284.00	24.766	4.6588	0.012252	vapor
120.00	0.079000	80.986	0.012348	7.5323	8.5077	78.100	25.429	34.510	283.94	24.775	4.6585	0.012255	vapor
120.00	0.080000	82.036	0.012190	7.5317	8.5069	77.991	25.436	34.527	283.89	24.783	4.6583	0.012257	vapor
120.00	0.081000	83.086	0.012036	7.5311	8.5060	77.883	25.442	34.544	283.84	24.792	4.6581	0.012260	vapor
120.00	0.082000	84.137	0.011885	7.5306	8.5052	77.776	25.449	34.561	283.79	24.800	4.6578	0.012262	vapor
120.00	0.083000	85.188	0.011739	7.5300	8.5043	77.670	25.455	34.579	283.74	24.809	4.6576	0.012265	vapor
120.00	0.084000	86.240	0.011595	7.5294	8.5035	77.566	25.462	34.596	283.68	24.817	4.6573	0.012267	vapor
120.00	0.085000	87.293	0.011456	7.5289	8.5026	77.463	25.468	34.613	283.63	24.826	4.6571	0.012270	vapor
120.00	0.086000	88.347	0.011319	7.5283	8.5017	77.361	25.475	34.631	283.58	24.834	4.6569	0.012273	vapor
120.00	0.087000	89.401	0.011186	7.5277	8.5009	77.260	25.481	34.648	283.53	24.843	4.6566	0.012275	vapor
120.00	0.088000	90.455	0.011055	7.5272	8.5000	77.160	25.488	34.666	283.47	24.851	4.6564	0.012278	vapor
120.00	0.089000	91.511	0.010928	7.5266	8.4992	77.061	25.494	34.683	283.42	24.859	4.6561	0.012280	vapor
120.00	0.090000	92.567	0.010803	7.5260	8.4983	76.963	25.501	34.701	283.37	24.868	4.6559	0.012283	vapor
120.00	0.091000	93.623	0.010681	7.5254	8.4974	76.867	25.508	34.718	283.32	24.876	4.6556	0.012286	vapor
120.00	0.092000	94.681	0.010562	7.5249	8.4966	76.771	25.514	34.736	283.26	24.885	4.6554	0.012288	vapor
120.00	0.093000	95.739	0.010445	7.5243	8.4957	76.676	25.521	34.754	283.21	24.893	4.6551	0.012291	vapor
120.00	0.094000	96.797	0.010331	7.5237	8.4948	76.582	25.528	34.771	283.16	24.901	4.6549	0.012294	vapor
120.00	0.095000	97.857	0.010219	7.5232	8.4940	76.489	25.534	34.789	283.10	24.910	4.6546	0.012296	vapor
120.00	0.096000	98.916	0.010110	7.5226	8.4931	76.398	25.541	34.807	283.05	24.918	4.6544	0.012299	vapor
120.00	0.097000	99.977	0.010002	7.5220	8.4922	76.306	25.548	34.825	283.00	24.926	4.6541	0.012302	vapor
120.00	0.098000	101.04	0.0098972	7.5214	8.4914	76.216	25.554	34.843	282.95	24.934	4.6539	0.012304	vapor
120.00	0.099000	102.10	0.0097943	7.5209	8.4905	76.127	25.561	34.861	282.89	24.943	4.6536	0.012307	vapor
120.00	0.10000	103.16	0.0096934	7.5203	8.4896	76.039	25.568	34.879	282.84	24.951	4.6534	0.012310	vapor
