Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
480.00	0.0000	0.0000	infinite	17.927	21.918	-1.0000e+07	36.986	45.301	551.99	undefined	16.370	0.064338	vapor
480.00	0.0010000	0.25057	3.9910	17.927	21.918	164.46	36.986	45.301	551.99	1.3803	16.370	0.064339	vapor
480.00	0.0020000	0.50113	1.9955	17.927	21.918	158.70	36.986	45.301	551.99	1.3803	16.370	0.064340	vapor
480.00	0.0030000	0.75170	1.3303	17.927	21.918	155.32	36.986	45.302	551.99	1.3802	16.370	0.064340	vapor
480.00	0.0040000	1.0023	0.99774	17.927	21.918	152.93	36.986	45.302	551.99	1.3802	16.370	0.064340	vapor
480.00	0.0050000	1.2528	0.79819	17.927	21.918	151.08	36.986	45.302	552.00	1.3802	16.370	0.064341	vapor
480.00	0.0060000	1.5034	0.66516	17.927	21.918	149.56	36.986	45.302	552.00	1.3801	16.370	0.064341	vapor
480.00	0.0070000	1.7540	0.57013	17.927	21.918	148.28	36.986	45.303	552.00	1.3801	16.371	0.064342	vapor
480.00	0.0080000	2.0045	0.49887	17.927	21.918	147.17	36.986	45.303	552.00	1.3801	16.371	0.064342	vapor
480.00	0.0090000	2.2551	0.44344	17.927	21.918	146.19	36.987	45.303	552.00	1.3801	16.371	0.064343	vapor
480.00	0.010000	2.5057	0.39909	17.927	21.918	145.31	36.987	45.304	552.00	1.3800	16.371	0.064343	vapor
480.00	0.011000	2.7563	0.36281	17.927	21.918	144.52	36.987	45.304	552.00	1.3800	16.371	0.064344	vapor
480.00	0.012000	3.0068	0.33258	17.927	21.918	143.80	36.987	45.304	552.00	1.3800	16.371	0.064344	vapor
480.00	0.013000	3.2574	0.30699	17.927	21.917	143.13	36.987	45.304	552.00	1.3799	16.371	0.064345	vapor
480.00	0.014000	3.5080	0.28507	17.926	21.917	142.52	36.987	45.305	552.00	1.3799	16.371	0.064345	vapor
480.00	0.015000	3.7585	0.26606	17.926	21.917	141.94	36.987	45.305	552.01	1.3799	16.371	0.064345	vapor
480.00	0.016000	4.0091	0.24943	17.926	21.917	141.40	36.987	45.305	552.01	1.3799	16.371	0.064346	vapor
480.00	0.017000	4.2597	0.23476	17.926	21.917	140.90	36.987	45.306	552.01	1.3798	16.372	0.064346	vapor
480.00	0.018000	4.5103	0.22172	17.926	21.917	140.43	36.987	45.306	552.01	1.3798	16.372	0.064347	vapor
480.00	0.019000	4.7608	0.21005	17.926	21.917	139.98	36.987	45.306	552.01	1.3798	16.372	0.064347	vapor
480.00	0.020000	5.0114	0.19954	17.926	21.917	139.55	36.987	45.306	552.01	1.3797	16.372	0.064347	vapor
480.00	0.021000	5.2620	0.19004	17.926	21.917	139.14	36.987	45.307	552.01	1.3797	16.372	0.064348	vapor
480.00	0.022000	5.5126	0.18140	17.926	21.917	138.76	36.987	45.307	552.01	1.3797	16.372	0.064348	vapor
