Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
330.00	0.0000	0.0000	infinite	13.028	15.772	-1.0000e+07	28.706	37.021	469.65	undefined	12.073	0.038468	vapor
330.00	0.0010000	0.36446	2.7438	13.028	15.771	149.20	28.706	37.021	469.64	3.5286	12.073	0.038470	vapor
330.00	0.0020000	0.72894	1.3719	13.028	15.771	143.44	28.706	37.022	469.64	3.5286	12.073	0.038471	vapor
330.00	0.0030000	1.0934	0.91456	13.028	15.771	140.07	28.706	37.023	469.64	3.5285	12.074	0.038471	vapor
330.00	0.0040000	1.4579	0.68591	13.027	15.771	137.67	28.707	37.023	469.64	3.5285	12.074	0.038472	vapor
330.00	0.0050000	1.8224	0.54873	13.027	15.771	135.82	28.707	37.024	469.64	3.5284	12.074	0.038473	vapor
330.00	0.0060000	2.1869	0.45727	13.027	15.771	134.30	28.707	37.025	469.63	3.5284	12.074	0.038474	vapor
330.00	0.0070000	2.5514	0.39194	13.027	15.771	133.02	28.707	37.026	469.63	3.5283	12.074	0.038474	vapor
330.00	0.0080000	2.9160	0.34294	13.027	15.771	131.91	28.707	37.026	469.63	3.5282	12.074	0.038475	vapor
330.00	0.0090000	3.2805	0.30483	13.027	15.770	130.93	28.707	37.027	469.63	3.5282	12.074	0.038476	vapor
330.00	0.010000	3.6450	0.27435	13.027	15.770	130.05	28.707	37.028	469.63	3.5281	12.074	0.038477	vapor
330.00	0.011000	4.0096	0.24940	13.027	15.770	129.26	28.707	37.028	469.62	3.5281	12.075	0.038477	vapor
330.00	0.012000	4.3741	0.22862	13.027	15.770	128.54	28.707	37.029	469.62	3.5280	12.075	0.038478	vapor
330.00	0.013000	4.7387	0.21103	13.027	15.770	127.87	28.708	37.030	469.62	3.5280	12.075	0.038479	vapor
330.00	0.014000	5.1033	0.19595	13.026	15.770	127.26	28.708	37.031	469.62	3.5279	12.075	0.038479	vapor
330.00	0.015000	5.4679	0.18289	13.026	15.770	126.68	28.708	37.031	469.62	3.5279	12.075	0.038480	vapor
330.00	0.016000	5.8324	0.17145	13.026	15.770	126.15	28.708	37.032	469.61	3.5278	12.075	0.038481	vapor
330.00	0.017000	6.1970	0.16137	13.026	15.769	125.64	28.708	37.033	469.61	3.5278	12.075	0.038481	vapor
330.00	0.018000	6.5617	0.15240	13.026	15.769	125.17	28.708	37.033	469.61	3.5277	12.075	0.038482	vapor
330.00	0.019000	6.9263	0.14438	13.026	15.769	124.72	28.708	37.034	469.61	3.5277	12.075	0.038483	vapor
330.00	0.020000	7.2909	0.13716	13.026	15.769	124.29	28.708	37.035	469.61	3.5276	12.076	0.038483	vapor
330.00	0.021000	7.6555	0.13062	13.026	15.769	123.88	28.709	37.036	469.60	3.5275	12.076	0.038484	vapor
330.00	0.022000	8.0202	0.12469	13.026	15.769	123.50	28.709	37.036	469.60	3.5275	12.076	0.038485	vapor
330.00	0.023000	8.3848	0.11926	13.026	15.769	123.13	28.709	37.037	469.60	3.5274	12.076	0.038485	vapor
330.00	0.024000	8.7495	0.11429	13.025	15.768	122.77	28.709	37.038	469.60	3.5274	12.076	0.038486	vapor
330.00	0.025000	9.1142	0.10972	13.025	15.768	122.43	28.709	37.038	469.60	3.5273	12.076	0.038487	vapor
330.00	0.026000	9.4788	0.10550	13.025	15.768	122.11	28.709	37.039	469.59	3.5273	12.076	0.038487	vapor
