Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
600.00	0.0000	0.0000	infinite	22.799	27.788	-1.0000e+07	44.177	52.492	607.85	undefined	19.387	0.088711	vapor
600.00	0.0010000	0.20045	4.9887	22.799	27.788	175.34	44.177	52.492	607.86	0.68897	19.387	0.088711	vapor
600.00	0.0020000	0.40090	2.4944	22.799	27.788	169.58	44.177	52.492	607.86	0.68896	19.387	0.088712	vapor
600.00	0.0030000	0.60136	1.6629	22.799	27.788	166.21	44.177	52.492	607.86	0.68894	19.387	0.088712	vapor
600.00	0.0040000	0.80181	1.2472	22.799	27.788	163.82	44.177	52.493	607.86	0.68892	19.387	0.088712	vapor
600.00	0.0050000	1.0023	0.99775	22.799	27.787	161.96	44.178	52.493	607.86	0.68890	19.387	0.088713	vapor
600.00	0.0060000	1.2027	0.83146	22.799	27.787	160.45	44.178	52.493	607.87	0.68888	19.387	0.088713	vapor
600.00	0.0070000	1.4032	0.71268	22.799	27.787	159.16	44.178	52.493	607.87	0.68887	19.388	0.088713	vapor
600.00	0.0080000	1.6036	0.62360	22.799	27.787	158.05	44.178	52.493	607.87	0.68885	19.388	0.088714	vapor
600.00	0.0090000	1.8040	0.55431	22.799	27.787	157.07	44.178	52.493	607.87	0.68883	19.388	0.088714	vapor
600.00	0.010000	2.0045	0.49888	22.799	27.787	156.20	44.178	52.494	607.87	0.68881	19.388	0.088714	vapor
600.00	0.011000	2.2049	0.45353	22.798	27.787	155.41	44.178	52.494	607.88	0.68880	19.388	0.088715	vapor
600.00	0.012000	2.4054	0.41573	22.798	27.787	154.68	44.178	52.494	607.88	0.68878	19.388	0.088715	vapor
600.00	0.013000	2.6058	0.38375	22.798	27.787	154.02	44.178	52.494	607.88	0.68876	19.388	0.088715	vapor
600.00	0.014000	2.8063	0.35634	22.798	27.787	153.40	44.178	52.494	607.88	0.68874	19.388	0.088716	vapor
600.00	0.015000	3.0067	0.33259	22.798	27.787	152.83	44.178	52.494	607.88	0.68872	19.388	0.088716	vapor
600.00	0.016000	3.2072	0.31180	22.798	27.787	152.29	44.178	52.495	607.88	0.68871	19.388	0.088716	vapor
600.00	0.017000	3.4076	0.29346	22.798	27.787	151.79	44.178	52.495	607.89	0.68869	19.388	0.088717	vapor
600.00	0.018000	3.6080	0.27716	22.798	27.787	151.31	44.178	52.495	607.89	0.68867	19.388	0.088717	vapor
600.00	0.019000	3.8085	0.26257	22.798	27.787	150.86	44.178	52.495	607.89	0.68865	19.388	0.088717	vapor
600.00	0.020000	4.0089	0.24944	22.798	27.787	150.43	44.178	52.495	607.89	0.68864	19.389	0.088718	vapor
600.00	0.021000	4.2094	0.23757	22.798	27.787	150.03	44.178	52.495	607.89	0.68862	19.389	0.088718	vapor
600.00	0.022000	4.4098	0.22677	22.798	27.787	149.64	44.178	52.496	607.90	0.68860	19.389	0.088718	vapor
600.00	0.023000	4.6102	0.21691	22.798	27.787	149.27	44.178	52.496	607.90	0.68858	19.389	0.088719	vapor
600.00	0.024000	4.8107	0.20787	22.798	27.787	148.92	44.178	52.496	607.90	0.68857	19.389	0.088719	vapor
600.00	0.025000	5.0111	0.19956	22.798	27.787	148.58	44.178	52.496	607.90	0.68855	19.389	0.088719	vapor
600.00	0.026000	5.2116	0.19188	22.798	27.787	148.25	44.178	52.496	607.90	0.68853	19.389	0.088720	vapor
600.00	0.027000	5.4120	0.18478	22.798	27.787	147.94	44.178	52.496	607.90	0.68851	19.389	0.088720	vapor
600.00	0.028000	5.6124	0.17818	22.798	27.787	147.64	44.178	52.497	607.91	0.68849	19.389	0.088720	vapor
600.00	0.029000	5.8129	0.17203	22.798	27.787	147.34	44.178	52.497	607.91	0.68848	19.389	0.088721	vapor
