Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
140.00	0.025000	21.573	0.046355	8.0651	9.2240	93.090	25.042	33.496	310.15	17.708	5.4337	0.014481	vapor
140.00	0.026000	22.439	0.044564	8.0647	9.2234	92.761	25.045	33.504	310.11	17.712	5.4337	0.014482	vapor
140.00	0.027000	23.307	0.042906	8.0643	9.2228	92.444	25.048	33.512	310.08	17.715	5.4337	0.014484	vapor
140.00	0.028000	24.174	0.041366	8.0639	9.2222	92.139	25.050	33.520	310.05	17.719	5.4337	0.014485	vapor
140.00	0.029000	25.042	0.039933	8.0636	9.2216	91.845	25.053	33.529	310.01	17.723	5.4337	0.014487	vapor
140.00	0.030000	25.910	0.038595	8.0632	9.2210	91.560	25.056	33.537	309.98	17.727	5.4337	0.014489	vapor
140.00	0.031000	26.779	0.037343	8.0628	9.2204	91.285	25.058	33.545	309.94	17.730	5.4337	0.014490	vapor
140.00	0.032000	27.647	0.036170	8.0624	9.2198	91.018	25.061	33.554	309.91	17.734	5.4336	0.014492	vapor
140.00	0.033000	28.517	0.035067	8.0620	9.2192	90.759	25.064	33.562	309.88	17.738	5.4336	0.014493	vapor
140.00	0.034000	29.386	0.034030	8.0616	9.2186	90.508	25.066	33.571	309.84	17.742	5.4336	0.014495	vapor
140.00	0.035000	30.256	0.033052	8.0612	9.2180	90.264	25.069	33.579	309.81	17.745	5.4336	0.014496	vapor
140.00	0.036000	31.126	0.032128	8.0608	9.2174	90.027	25.072	33.587	309.78	17.749	5.4336	0.014498	vapor
140.00	0.037000	31.996	0.031254	8.0605	9.2169	89.797	25.074	33.596	309.74	17.753	5.4336	0.014500	vapor
140.00	0.038000	32.867	0.030426	8.0601	9.2163	89.572	25.077	33.604	309.71	17.756	5.4336	0.014501	vapor
140.00	0.039000	33.738	0.029640	8.0597	9.2157	89.354	25.080	33.613	309.67	17.760	5.4336	0.014503	vapor
140.00	0.040000	34.609	0.028894	8.0593	9.2151	89.140	25.082	33.621	309.64	17.764	5.4335	0.014504	vapor
140.00	0.041000	35.481	0.028184	8.0589	9.2145	88.932	25.085	33.629	309.61	17.768	5.4335	0.014506	vapor
140.00	0.042000	36.353	0.027508	8.0585	9.2139	88.729	25.088	33.638	309.57	17.771	5.4335	0.014507	vapor
140.00	0.043000	37.225	0.026864	8.0581	9.2133	88.531	25.090	33.646	309.54	17.775	5.4335	0.014509	vapor
140.00	0.044000	38.097	0.026248	8.0577	9.2127	88.337	25.093	33.655	309.51	17.779	5.4335	0.014511	vapor
140.00	0.045000	38.970	0.025661	8.0573	9.2121	88.147	25.096	33.663	309.47	17.782	5.4335	0.014512	vapor
140.00	0.046000	39.844	0.025098	8.0570	9.2115	87.961	25.098	33.672	309.44	17.786	5.4335	0.014514	vapor
140.00	0.047000	40.717	0.024560	8.0566	9.2109	87.780	25.101	33.680	309.40	17.789	5.4335	0.014515	vapor
140.00	0.048000	41.591	0.024044	8.0562	9.2103	87.602	25.104	33.689	309.37	17.793	5.4334	0.014517	vapor
140.00	0.049000	42.465	0.023549	8.0558	9.2097	87.428	25.107	33.698	309.34	17.797	5.4334	0.014519	vapor
140.00	0.050000	43.340	0.023074	8.0554	9.2091	87.257	25.109	33.706	309.30	17.800	5.4334	0.014520	vapor
140.00	0.051000	44.214	0.022617	8.0550	9.2085	87.090	25.112	33.715	309.27	17.804	5.4334	0.014522	vapor
140.00	0.052000	45.089	0.022178	8.0546	9.2079	86.925	25.115	33.723	309.23	17.808	5.4334	0.014523	vapor
140.00	0.053000	45.965	0.021756	8.0542	9.2073	86.764	25.117	33.732	309.20	17.811	5.4334	0.014525	vapor
140.00	0.054000	46.841	0.021349	8.0538	9.2067	86.606	25.120	33.740	309.17	17.815	5.4334	0.014526	vapor
140.00	0.055000	47.717	0.020957	8.0534	9.2061	86.450	25.123	33.749	309.13	17.818	5.4333	0.014528	vapor
140.00	0.056000	48.593	0.020579	8.0530	9.2055	86.298	25.126	33.758	309.10	17.822	5.4333	0.014530	vapor
140.00	0.057000	49.470	0.020214	8.0527	9.2049	86.148	25.128	33.766	309.06	17.825	5.4333	0.014531	vapor
140.00	0.058000	50.347	0.019862	8.0523	9.2043	86.000	25.131	33.775	309.03	17.829	5.4333	0.014533	vapor
140.00	0.059000	51.224	0.019522	8.0519	9.2037	85.855	25.134	33.784	309.00	17.833	5.4333	0.014535	vapor
140.00	0.060000	52.102	0.019193	8.0515	9.2031	85.713	25.137	33.792	308.96	17.836	5.4333	0.014536	vapor
140.00	0.061000	52.980	0.018875	8.0511	9.2025	85.573	25.139	33.801	308.93	17.840	5.4333	0.014538	vapor
140.00	0.062000	53.858	0.018567	8.0507	9.2019	85.435	25.142	33.810	308.89	17.843	5.4332	0.014539	vapor
140.00	0.063000	54.737	0.018269	8.0503	9.2013	85.299	25.145	33.819	308.86	17.847	5.4332	0.014541	vapor
140.00	0.064000	55.616	0.017980	8.0499	9.2006	85.165	25.148	33.827	308.83	17.850	5.4332	0.014543	vapor
140.00	0.065000	56.495	0.017701	8.0495	9.2000	85.033	25.150	33.836	308.79	17.854	5.4332	0.014544	vapor
140.00	0.066000	57.375	0.017429	8.0491	9.1994	84.903	25.153	33.845	308.76	17.857	5.4332	0.014546	vapor
140.00	0.067000	58.255	0.017166	8.0487	9.1988	84.776	25.156	33.854	308.72	17.861	5.4332	0.014547	vapor
140.00	0.068000	59.135	0.016910	8.0483	9.1982	84.650	25.159	33.862	308.69	17.864	5.4331	0.014549	vapor
140.00	0.069000	60.016	0.016662	8.0479	9.1976	84.525	25.162	33.871	308.65	17.868	5.4331	0.014551	vapor
140.00	0.070000	60.897	0.016421	8.0475	9.1970	84.403	25.164	33.880	308.62	17.871	5.4331	0.014552	vapor
140.00	0.071000	61.778	0.016187	8.0471	9.1964	84.282	25.167	33.889	308.59	17.875	5.4331	0.014554	vapor
140.00	0.072000	62.660	0.015959	8.0467	9.1958	84.163	25.170	33.898	308.55	17.878	5.4331	0.014556	vapor
140.00	0.073000	63.542	0.015738	8.0463	9.1952	84.045	25.173	33.906	308.52	17.882	5.4331	0.014557	vapor
140.00	0.074000	64.424	0.015522	8.0460	9.1946	83.929	25.176	33.915	308.48	17.885	5.4330	0.014559	vapor
140.00	0.075000	65.306	0.015312	8.0456	9.1940	83.815	25.178	33.924	308.45	17.889	5.4330	0.014560	vapor
140.00	0.076000	66.189	0.015108	8.0452	9.1934	83.702	25.181	33.933	308.41	17.892	5.4330	0.014562	vapor
140.00	0.077000	67.073	0.014909	8.0448	9.1928	83.591	25.184	33.942	308.38	17.896	5.4330	0.014564	vapor
140.00	0.078000	67.956	0.014715	8.0444	9.1922	83.480	25.187	33.951	308.35	17.899	5.4330	0.014565	vapor
140.00	0.079000	68.840	0.014526	8.0440	9.1916	83.372	25.190	33.960	308.31	17.903	5.4330	0.014567	vapor
140.00	0.080000	69.724	0.014342	8.0436	9.1910	83.264	25.193	33.969	308.28	17.906	5.4329	0.014569	vapor
140.00	0.081000	70.609	0.014163	8.0432	9.1903	83.158	25.195	33.978	308.24	17.910	5.4329	0.014570	vapor
140.00	0.082000	71.494	0.013987	8.0428	9.1897	83.053	25.198	33.987	308.21	17.913	5.4329	0.014572	vapor
140.00	0.083000	72.379	0.013816	8.0424	9.1891	82.949	25.201	33.996	308.17	17.916	5.4329	0.014574	vapor
140.00	0.084000	73.264	0.013649	8.0420	9.1885	82.847	25.204	34.005	308.14	17.920	5.4329	0.014575	vapor
140.00	0.085000	74.150	0.013486	8.0416	9.1879	82.746	25.207	34.014	308.10	17.923	5.4329	0.014577	vapor
140.00	0.086000	75.037	0.013327	8.0412	9.1873	82.646	25.210	34.023	308.07	17.927	5.4328	0.014579	vapor
140.00	0.087000	75.923	0.013171	8.0408	9.1867	82.547	25.212	34.032	308.04	17.930	5.4328	0.014580	vapor
140.00	0.088000	76.810	0.013019	8.0404	9.1861	82.449	25.215	34.041	308.00	17.934	5.4328	0.014582	vapor
140.00	0.089000	77.697	0.012870	8.0400	9.1855	82.352	25.218	34.050	307.97	17.937	5.4328	0.014584	vapor
140.00	0.090000	78.585	0.012725	8.0396	9.1849	82.256	25.221	34.059	307.93	17.940	5.4328	0.014585	vapor
140.00	0.091000	79.473	0.012583	8.0392	9.1842	82.161	25.224	34.068	307.90	17.944	5.4328	0.014587	vapor
140.00	0.092000	80.361	0.012444	8.0388	9.1836	82.068	25.227	34.077	307.86	17.947	5.4327	0.014589	vapor
140.00	0.093000	81.249	0.012308	8.0384	9.1830	81.975	25.230	34.086	307.83	17.950	5.4327	0.014590	vapor
140.00	0.094000	82.138	0.012175	8.0380	9.1824	81.883	25.233	34.095	307.79	17.954	5.4327	0.014592	vapor
140.00	0.095000	83.028	0.012044	8.0376	9.1818	81.792	25.235	34.104	307.76	17.957	5.4327	0.014594	vapor
140.00	0.096000	83.917	0.011917	8.0372	9.1812	81.702	25.238	34.113	307.72	17.961	5.4327	0.014596	vapor
140.00	0.097000	84.807	0.011791	8.0368	9.1806	81.613	25.241	34.122	307.69	17.964	5.4326	0.014597	vapor
140.00	0.098000	85.697	0.011669	8.0364	9.1800	81.525	25.244	34.131	307.65	17.967	5.4326	0.014599	vapor
140.00	0.099000	86.588	0.011549	8.0360	9.1793	81.438	25.247	34.141	307.62	17.971	5.4326	0.014601	vapor
140.00	0.10000	87.479	0.011431	8.0356	9.1787	81.351	25.250	34.150	307.59	17.974	5.4326	0.014602	vapor
