Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
510.00	0.0000	0.0000	infinite	19.064	23.304	-1.0000e+07	38.796	47.111	566.54	undefined	17.154	0.070198	vapor
510.00	0.0010000	0.23583	4.2404	19.064	23.304	167.26	38.796	47.111	566.54	1.1577	17.154	0.070199	vapor
510.00	0.0020000	0.47165	2.1202	19.064	23.304	161.50	38.796	47.111	566.54	1.1577	17.154	0.070199	vapor
510.00	0.0030000	0.70748	1.4135	19.064	23.304	158.13	38.796	47.111	566.54	1.1576	17.154	0.070200	vapor
510.00	0.0040000	0.94331	1.0601	19.064	23.304	155.73	38.796	47.112	566.54	1.1576	17.154	0.070200	vapor
510.00	0.0050000	1.1791	0.84808	19.064	23.304	153.88	38.796	47.112	566.54	1.1576	17.154	0.070201	vapor
510.00	0.0060000	1.4150	0.70673	19.064	23.304	152.36	38.796	47.112	566.54	1.1576	17.154	0.070201	vapor
510.00	0.0070000	1.6508	0.60577	19.064	23.304	151.08	38.796	47.112	566.55	1.1575	17.154	0.070201	vapor
510.00	0.0080000	1.8866	0.53005	19.064	23.304	149.97	38.797	47.113	566.55	1.1575	17.154	0.070202	vapor
510.00	0.0090000	2.1224	0.47116	19.064	23.304	148.99	38.797	47.113	566.55	1.1575	17.155	0.070202	vapor
510.00	0.010000	2.3583	0.42404	19.063	23.304	148.11	38.797	47.113	566.55	1.1575	17.155	0.070203	vapor
510.00	0.011000	2.5941	0.38549	19.063	23.304	147.32	38.797	47.113	566.55	1.1574	17.155	0.070203	vapor
510.00	0.012000	2.8299	0.35337	19.063	23.304	146.60	38.797	47.114	566.55	1.1574	17.155	0.070203	vapor
510.00	0.013000	3.0657	0.32618	19.063	23.304	145.93	38.797	47.114	566.55	1.1574	17.155	0.070204	vapor
510.00	0.014000	3.3016	0.30289	19.063	23.304	145.32	38.797	47.114	566.56	1.1574	17.155	0.070204	vapor
510.00	0.015000	3.5374	0.28269	19.063	23.304	144.74	38.797	47.114	566.56	1.1573	17.155	0.070205	vapor
510.00	0.016000	3.7732	0.26503	19.063	23.304	144.21	38.797	47.115	566.56	1.1573	17.155	0.070205	vapor
510.00	0.017000	4.0091	0.24944	19.063	23.303	143.70	38.797	47.115	566.56	1.1573	17.155	0.070205	vapor
510.00	0.018000	4.2449	0.23558	19.063	23.303	143.23	38.797	47.115	566.56	1.1573	17.155	0.070206	vapor
510.00	0.019000	4.4807	0.22318	19.063	23.303	142.78	38.797	47.115	566.56	1.1572	17.155	0.070206	vapor
510.00	0.020000	4.7165	0.21202	19.063	23.303	142.35	38.797	47.116	566.56	1.1572	17.156	0.070207	vapor
510.00	0.021000	4.9524	0.20192	19.063	23.303	141.94	38.797	47.116	566.56	1.1572	17.156	0.070207	vapor
510.00	0.022000	5.1882	0.19275	19.063	23.303	141.56	38.797	47.116	566.57	1.1572	17.156	0.070207	vapor
510.00	0.023000	5.4240	0.18437	19.063	23.303	141.19	38.797	47.116	566.57	1.1571	17.156	0.070208	vapor
510.00	0.024000	5.6598	0.17668	19.063	23.303	140.83	38.797	47.117	566.57	1.1571	17.156	0.070208	vapor
510.00	0.025000	5.8957	0.16962	19.063	23.303	140.49	38.797	47.117	566.57	1.1571	17.156	0.070209	vapor
510.00	0.026000	6.1315	0.16309	19.063	23.303	140.17	38.797	47.117	566.57	1.1570	17.156	0.070209	vapor
510.00	0.027000	6.3673	0.15705	19.063	23.303	139.85	38.797	47.117	566.57	1.1570	17.156	0.070209	vapor
510.00	0.028000	6.6031	0.15144	19.062	23.303	139.55	38.797	47.118	566.57	1.1570	17.156	0.070210	vapor
510.00	0.029000	6.8390	0.14622	19.062	23.303	139.26	38.797	47.118	566.57	1.1570	17.156	0.070210	vapor
510.00	0.030000	7.0748	0.14135	19.062	23.303	138.98	38.797	47.118	566.58	1.1569	17.156	0.070210	vapor
510.00	0.031000	7.3106	0.13679	19.062	23.303	138.70	38.797	47.118	566.58	1.1569	17.157	0.070211	vapor
510.00	0.032000	7.5464	0.13251	19.062	23.303	138.44	38.797	47.119	566.58	1.1569	17.157	0.070211	vapor
510.00	0.033000	7.7823	0.12850	19.062	23.303	138.18	38.797	47.119	566.58	1.1569	17.157	0.070212	vapor
510.00	0.034000	8.0181	0.12472	19.062	23.303	137.94	38.797	47.119	566.58	1.1568	17.157	0.070212	vapor
510.00	0.035000	8.2539	0.12115	19.062	23.303	137.70	38.797	47.119	566.58	1.1568	17.157	0.070212	vapor
510.00	0.036000	8.4898	0.11779	19.062	23.302	137.46	38.797	47.120	566.58	1.1568	17.157	0.070213	vapor
510.00	0.037000	8.7256	0.11461	19.062	23.302	137.23	38.797	47.120	566.58	1.1568	17.157	0.070213	vapor
510.00	0.038000	8.9614	0.11159	19.062	23.302	137.01	38.798	47.120	566.59	1.1567	17.157	0.070214	vapor
