Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
100.00	0.0000	0.0000	infinite	7.0760	7.9074	-1.0000e+07	24.961	33.276	262.85	undefined	3.9363	0.0097868	vapor
100.00	0.0010000	1.2033	0.83106	7.0752	7.9062	108.72	24.974	33.305	262.77	36.088	3.9357	0.0097901	vapor
100.00	0.0020000	2.4077	0.41533	7.0744	7.9050	102.94	24.987	33.334	262.70	36.159	3.9351	0.0097926	vapor
100.00	0.0030000	3.6133	0.27676	7.0736	7.9038	99.565	25.001	33.364	262.62	36.227	3.9345	0.0097950	vapor
100.00	0.0040000	4.8200	0.20747	7.0727	7.9026	97.164	25.014	33.394	262.54	36.295	3.9339	0.0097974	vapor
100.00	0.0050000	6.0279	0.16590	7.0719	7.9014	95.301	25.028	33.425	262.46	36.360	3.9333	0.0097998	vapor
100.00	0.0060000	7.2369	0.13818	7.0711	7.9002	93.777	25.042	33.455	262.38	36.423	3.9327	0.0098023	vapor
100.00	0.0070000	8.4471	0.11838	7.0703	7.8990	92.487	25.055	33.486	262.30	36.485	3.9321	0.0098048	vapor
100.00	0.0080000	9.6585	0.10354	7.0695	7.8977	91.368	25.069	33.517	262.23	36.546	3.9315	0.0098074	vapor
100.00	0.0090000	10.871	0.091988	7.0686	7.8965	90.381	25.084	33.548	262.15	36.604	3.9309	0.0098100	vapor
100.00	0.010000	12.085	0.082749	7.0678	7.8953	89.496	25.098	33.580	262.07	36.662	3.9303	0.0098127	vapor
100.00	0.011000	13.300	0.075190	7.0670	7.8941	88.696	25.112	33.612	261.99	36.718	3.9297	0.0098155	vapor
100.00	0.012000	14.516	0.068891	7.0661	7.8928	87.964	25.127	33.644	261.91	36.773	3.9290	0.0098183	vapor
100.00	0.013000	15.733	0.063561	7.0653	7.8916	87.290	25.142	33.676	261.83	36.826	3.9284	0.0098211	vapor
100.00	0.014000	16.952	0.058992	7.0645	7.8903	86.665	25.156	33.709	261.75	36.879	3.9278	0.0098241	vapor
100.00	0.015000	18.171	0.055032	7.0636	7.8891	86.083	25.171	33.741	261.67	36.930	3.9271	0.0098271	vapor
100.00	0.016000	19.392	0.051567	7.0628	7.8878	85.538	25.186	33.774	261.59	36.981	3.9265	0.0098301	vapor
100.00	0.017000	20.614	0.048510	7.0619	7.8866	85.025	25.202	33.808	261.51	37.030	3.9259	0.0098333	vapor
100.00	0.018000	21.838	0.045793	7.0611	7.8853	84.542	25.217	33.841	261.43	37.079	3.9252	0.0098365	vapor
100.00	0.019000	23.062	0.043361	7.0602	7.8841	84.083	25.232	33.875	261.35	37.127	3.9246	0.0098397	vapor
100.00	0.020000	24.288	0.041173	7.0594	7.8828	83.648	25.248	33.909	261.27	37.175	3.9239	0.0098431	vapor
100.00	0.021000	25.515	0.039193	7.0585	7.8816	83.234	25.263	33.943	261.19	37.221	3.9232	0.0098465	vapor
100.00	0.022000	26.743	0.037393	7.0577	7.8803	82.839	25.279	33.977	261.11	37.268	3.9226	0.0098499	vapor
100.00	0.023000	27.973	0.035749	7.0568	7.8790	82.460	25.295	34.012	261.03	37.313	3.9219	0.0098535	vapor
100.00	0.024000	29.203	0.034243	7.0559	7.8778	82.098	25.311	34.047	260.95	37.359	3.9212	0.0098571	vapor
100.00	0.025000	30.435	0.032857	7.0551	7.8765	81.750	25.327	34.082	260.86	37.404	3.9205	0.0098608	vapor
100.00	0.026000	31.669	0.031577	7.0542	7.8752	81.415	25.344	34.117	260.78	37.449	3.9198	0.0098645	vapor
100.00	0.027000	32.903	0.030392	7.0533	7.8739	81.092	25.360	34.153	260.70	37.494	3.9191	0.0098684	vapor
100.00	0.028000	34.139	0.029292	7.0525	7.8726	80.781	25.377	34.189	260.62	37.538	3.9184	0.0098723	vapor
100.00	0.029000	35.376	0.028268	7.0516	7.8714	80.481	25.394	34.225	260.54	37.583	3.9177	0.0098763	vapor
100.00	0.030000	36.614	0.027312	7.0507	7.8701	80.190	25.410	34.262	260.45	37.628	3.9170	0.0098803	vapor
100.00	0.031000	37.854	0.026417	7.0498	7.8688	79.908	25.428	34.299	260.37	37.673	3.9163	0.0098844	vapor
100.00	0.032000	39.095	0.025579	7.0490	7.8675	79.635	25.445	34.336	260.29	37.718	3.9156	0.0098886	vapor
100.00	0.033000	40.337	0.024791	7.0481	7.8662	79.371	25.462	34.373	260.21	37.763	3.9149	0.0098929	vapor
100.00	0.034000	41.580	0.024050	7.0472	7.8649	79.113	25.480	34.411	260.12	37.809	3.9141	0.0098972	vapor
100.00	0.034376	42.048	0.023782	7.0469	7.8644	79.019	25.487	34.425	260.09	37.826	3.9139	0.0098989	vapor
100.00	0.034376	27357.	3.6554e-05	-0.64728	-0.64602	-6.0856	33.908	54.681	1452.0	-0.45812	150.97	0.19956	liquid
100.00	0.035000	27357.	3.6553e-05	-0.64729	-0.64601	-6.0856	33.908	54.680	1452.0	-0.45812	150.97	0.19956	liquid
100.00	0.036000	27357.	3.6553e-05	-0.64730	-0.64598	-6.0858	33.908	54.680	1452.1	-0.45812	150.97	0.19956	liquid
100.00	0.037000	27357.	3.6553e-05	-0.64731	-0.64596	-6.0859	33.908	54.680	1452.1	-0.45813	150.97	0.19956	liquid
100.00	0.038000	27357.	3.6553e-05	-0.64732	-0.64593	-6.0860	33.908	54.680	1452.1	-0.45813	150.97	0.19956	liquid
100.00	0.039000	27357.	3.6553e-05	-0.64733	-0.64591	-6.0861	33.908	54.680	1452.1	-0.45813	150.97	0.19956	liquid
100.00	0.040000	27357.	3.6553e-05	-0.64734	-0.64588	-6.0862	33.908	54.680	1452.1	-0.45813	150.98	0.19956	liquid
100.00	0.041000	27357.	3.6553e-05	-0.64735	-0.64586	-6.0863	33.908	54.680	1452.1	-0.45814	150.98	0.19956	liquid
100.00	0.042000	27358.	3.6553e-05	-0.64737	-0.64583	-6.0864	33.908	54.680	1452.1	-0.45814	150.98	0.19956	liquid
100.00	0.043000	27358.	3.6553e-05	-0.64738	-0.64581	-6.0866	33.908	54.679	1452.1	-0.45814	150.98	0.19957	liquid
100.00	0.044000	27358.	3.6553e-05	-0.64739	-0.64578	-6.0867	33.908	54.679	1452.1	-0.45814	150.99	0.19957	liquid
100.00	0.045000	27358.	3.6553e-05	-0.64740	-0.64576	-6.0868	33.908	54.679	1452.1	-0.45815	150.99	0.19957	liquid
100.00	0.046000	27358.	3.6553e-05	-0.64741	-0.64573	-6.0869	33.908	54.679	1452.1	-0.45815	150.99	0.19957	liquid
100.00	0.047000	27358.	3.6553e-05	-0.64742	-0.64571	-6.0870	33.908	54.679	1452.1	-0.45815	150.99	0.19957	liquid
100.00	0.048000	27358.	3.6553e-05	-0.64743	-0.64568	-6.0871	33.909	54.679	1452.1	-0.45815	151.00	0.19957	liquid
100.00	0.049000	27358.	3.6553e-05	-0.64745	-0.64565	-6.0872	33.909	54.679	1452.2	-0.45816	151.00	0.19957	liquid
100.00	0.050000	27358.	3.6553e-05	-0.64746	-0.64563	-6.0874	33.909	54.679	1452.2	-0.45816	151.00	0.19957	liquid
100.00	0.051000	27358.	3.6552e-05	-0.64747	-0.64560	-6.0875	33.909	54.678	1452.2	-0.45816	151.00	0.19957	liquid
100.00	0.052000	27358.	3.6552e-05	-0.64748	-0.64558	-6.0876	33.909	54.678	1452.2	-0.45817	151.00	0.19957	liquid
100.00	0.053000	27358.	3.6552e-05	-0.64749	-0.64555	-6.0877	33.909	54.678	1452.2	-0.45817	151.01	0.19958	liquid
100.00	0.054000	27358.	3.6552e-05	-0.64750	-0.64553	-6.0878	33.909	54.678	1452.2	-0.45817	151.01	0.19958	liquid
100.00	0.055000	27358.	3.6552e-05	-0.64752	-0.64550	-6.0879	33.909	54.678	1452.2	-0.45817	151.01	0.19958	liquid
100.00	0.056000	27358.	3.6552e-05	-0.64753	-0.64548	-6.0881	33.909	54.678	1452.2	-0.45818	151.01	0.19958	liquid
100.00	0.057000	27358.	3.6552e-05	-0.64754	-0.64545	-6.0882	33.909	54.678	1452.2	-0.45818	151.02	0.19958	liquid
100.00	0.058000	27358.	3.6552e-05	-0.64755	-0.64543	-6.0883	33.909	54.678	1452.2	-0.45818	151.02	0.19958	liquid
100.00	0.059000	27358.	3.6552e-05	-0.64756	-0.64540	-6.0884	33.909	54.678	1452.2	-0.45818	151.02	0.19958	liquid
100.00	0.060000	27358.	3.6552e-05	-0.64757	-0.64538	-6.0885	33.909	54.677	1452.2	-0.45819	151.02	0.19958	liquid
100.00	0.061000	27358.	3.6552e-05	-0.64758	-0.64535	-6.0886	33.909	54.677	1452.3	-0.45819	151.03	0.19958	liquid
100.00	0.062000	27358.	3.6552e-05	-0.64760	-0.64533	-6.0887	33.909	54.677	1452.3	-0.45819	151.03	0.19958	liquid
100.00	0.063000	27359.	3.6552e-05	-0.64761	-0.64530	-6.0889	33.909	54.677	1452.3	-0.45819	151.03	0.19959	liquid
100.00	0.064000	27359.	3.6552e-05	-0.64762	-0.64528	-6.0890	33.909	54.677	1452.3	-0.45820	151.03	0.19959	liquid
100.00	0.065000	27359.	3.6552e-05	-0.64763	-0.64525	-6.0891	33.909	54.677	1452.3	-0.45820	151.04	0.19959	liquid
100.00	0.066000	27359.	3.6552e-05	-0.64764	-0.64523	-6.0892	33.909	54.677	1452.3	-0.45820	151.04	0.19959	liquid
100.00	0.067000	27359.	3.6551e-05	-0.64765	-0.64520	-6.0893	33.909	54.677	1452.3	-0.45820	151.04	0.19959	liquid
100.00	0.068000	27359.	3.6551e-05	-0.64766	-0.64518	-6.0894	33.909	54.676	1452.3	-0.45821	151.04	0.19959	liquid
100.00	0.069000	27359.	3.6551e-05	-0.64768	-0.64515	-6.0895	33.909	54.676	1452.3	-0.45821	151.05	0.19959	liquid
100.00	0.070000	27359.	3.6551e-05	-0.64769	-0.64513	-6.0897	33.909	54.676	1452.3	-0.45821	151.05	0.19959	liquid
100.00	0.071000	27359.	3.6551e-05	-0.64770	-0.64510	-6.0898	33.909	54.676	1452.3	-0.45821	151.05	0.19959	liquid
100.00	0.072000	27359.	3.6551e-05	-0.64771	-0.64508	-6.0899	33.910	54.676	1452.3	-0.45822	151.05	0.19959	liquid
100.00	0.073000	27359.	3.6551e-05	-0.64772	-0.64505	-6.0900	33.910	54.676	1452.3	-0.45822	151.06	0.19960	liquid
100.00	0.074000	27359.	3.6551e-05	-0.64773	-0.64503	-6.0901	33.910	54.676	1452.4	-0.45822	151.06	0.19960	liquid
100.00	0.075000	27359.	3.6551e-05	-0.64774	-0.64500	-6.0902	33.910	54.676	1452.4	-0.45823	151.06	0.19960	liquid
100.00	0.076000	27359.	3.6551e-05	-0.64776	-0.64498	-6.0904	33.910	54.675	1452.4	-0.45823	151.06	0.19960	liquid
100.00	0.077000	27359.	3.6551e-05	-0.64777	-0.64495	-6.0905	33.910	54.675	1452.4	-0.45823	151.07	0.19960	liquid
100.00	0.078000	27359.	3.6551e-05	-0.64778	-0.64493	-6.0906	33.910	54.675	1452.4	-0.45823	151.07	0.19960	liquid
100.00	0.079000	27359.	3.6551e-05	-0.64779	-0.64490	-6.0907	33.910	54.675	1452.4	-0.45824	151.07	0.19960	liquid
100.00	0.080000	27359.	3.6551e-05	-0.64780	-0.64488	-6.0908	33.910	54.675	1452.4	-0.45824	151.07	0.19960	liquid
100.00	0.081000	27359.	3.6551e-05	-0.64781	-0.64485	-6.0909	33.910	54.675	1452.4	-0.45824	151.08	0.19960	liquid
100.00	0.082000	27359.	3.6550e-05	-0.64783	-0.64483	-6.0910	33.910	54.675	1452.4	-0.45824	151.08	0.19960	liquid
100.00	0.083000	27359.	3.6550e-05	-0.64784	-0.64480	-6.0912	33.910	54.675	1452.4	-0.45825	151.08	0.19961	liquid
100.00	0.084000	27360.	3.6550e-05	-0.64785	-0.64478	-6.0913	33.910	54.674	1452.4	-0.45825	151.08	0.19961	liquid
100.00	0.085000	27360.	3.6550e-05	-0.64786	-0.64475	-6.0914	33.910	54.674	1452.4	-0.45825	151.09	0.19961	liquid
100.00	0.086000	27360.	3.6550e-05	-0.64787	-0.64473	-6.0915	33.910	54.674	1452.4	-0.45825	151.09	0.19961	liquid
100.00	0.087000	27360.	3.6550e-05	-0.64788	-0.64470	-6.0916	33.910	54.674	1452.5	-0.45826	151.09	0.19961	liquid
100.00	0.088000	27360.	3.6550e-05	-0.64789	-0.64468	-6.0917	33.910	54.674	1452.5	-0.45826	151.09	0.19961	liquid
100.00	0.089000	27360.	3.6550e-05	-0.64791	-0.64465	-6.0918	33.910	54.674	1452.5	-0.45826	151.09	0.19961	liquid
100.00	0.090000	27360.	3.6550e-05	-0.64792	-0.64463	-6.0920	33.910	54.674	1452.5	-0.45826	151.10	0.19961	liquid
100.00	0.091000	27360.	3.6550e-05	-0.64793	-0.64460	-6.0921	33.910	54.674	1452.5	-0.45827	151.10	0.19961	liquid
100.00	0.092000	27360.	3.6550e-05	-0.64794	-0.64458	-6.0922	33.910	54.673	1452.5	-0.45827	151.10	0.19961	liquid
100.00	0.093000	27360.	3.6550e-05	-0.64795	-0.64455	-6.0923	33.910	54.673	1452.5	-0.45827	151.10	0.19962	liquid
100.00	0.094000	27360.	3.6550e-05	-0.64796	-0.64453	-6.0924	33.910	54.673	1452.5	-0.45828	151.11	0.19962	liquid
100.00	0.095000	27360.	3.6550e-05	-0.64797	-0.64450	-6.0925	33.911	54.673	1452.5	-0.45828	151.11	0.19962	liquid
100.00	0.096000	27360.	3.6550e-05	-0.64799	-0.64448	-6.0927	33.911	54.673	1452.5	-0.45828	151.11	0.19962	liquid
100.00	0.097000	27360.	3.6550e-05	-0.64800	-0.64445	-6.0928	33.911	54.673	1452.5	-0.45828	151.11	0.19962	liquid
100.00	0.098000	27360.	3.6549e-05	-0.64801	-0.64443	-6.0929	33.911	54.673	1452.5	-0.45829	151.12	0.19962	liquid
100.00	0.099000	27360.	3.6549e-05	-0.64802	-0.64440	-6.0930	33.911	54.673	1452.6	-0.45829	151.12	0.19962	liquid
100.00	0.10000	27360.	3.6549e-05	-0.64803	-0.64438	-6.0931	33.911	54.672	1452.6	-0.45829	151.12	0.19962	liquid
