Temperature (K)	Pressure (MPa)	Density (mol/m3)	Volume (m3/mol)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
450.00	0.0000	0.0000	infinite	16.845	20.586	-1.0000e+07	35.191	43.505	536.96	undefined	15.564	0.058671	vapor
450.00	0.0010000	0.26727	3.7415	16.845	20.586	161.59	35.191	43.506	536.96	1.6507	15.564	0.058672	vapor
450.00	0.0020000	0.53454	1.8708	16.845	20.586	155.83	35.191	43.506	536.96	1.6506	15.564	0.058673	vapor
450.00	0.0030000	0.80182	1.2472	16.845	20.586	152.46	35.191	43.506	536.96	1.6506	15.564	0.058673	vapor
450.00	0.0040000	1.0691	0.93538	16.844	20.586	150.07	35.191	43.507	536.96	1.6506	15.564	0.058674	vapor
450.00	0.0050000	1.3364	0.74830	16.844	20.586	148.21	35.191	43.507	536.96	1.6505	15.564	0.058674	vapor
450.00	0.0060000	1.6036	0.62358	16.844	20.586	146.70	35.191	43.507	536.96	1.6505	15.564	0.058675	vapor
450.00	0.0070000	1.8709	0.53450	16.844	20.586	145.41	35.191	43.508	536.96	1.6505	15.564	0.058675	vapor
450.00	0.0080000	2.1382	0.46768	16.844	20.586	144.30	35.191	43.508	536.96	1.6504	15.564	0.058676	vapor
450.00	0.0090000	2.4055	0.41572	16.844	20.586	143.32	35.191	43.508	536.96	1.6504	15.565	0.058676	vapor
450.00	0.010000	2.6728	0.37415	16.844	20.586	142.45	35.191	43.509	536.97	1.6504	15.565	0.058677	vapor
450.00	0.011000	2.9400	0.34013	16.844	20.585	141.66	35.191	43.509	536.97	1.6503	15.565	0.058677	vapor
450.00	0.012000	3.2073	0.31179	16.844	20.585	140.93	35.191	43.509	536.97	1.6503	15.565	0.058678	vapor
450.00	0.013000	3.4746	0.28780	16.844	20.585	140.27	35.191	43.510	536.97	1.6503	15.565	0.058678	vapor
450.00	0.014000	3.7419	0.26724	16.844	20.585	139.65	35.191	43.510	536.97	1.6502	15.565	0.058679	vapor
450.00	0.015000	4.0092	0.24943	16.844	20.585	139.08	35.191	43.510	536.97	1.6502	15.565	0.058679	vapor
450.00	0.016000	4.2765	0.23384	16.844	20.585	138.54	35.191	43.511	536.97	1.6502	15.565	0.058680	vapor
450.00	0.017000	4.5437	0.22008	16.844	20.585	138.04	35.192	43.511	536.97	1.6501	15.565	0.058680	vapor
450.00	0.018000	4.8110	0.20786	16.844	20.585	137.56	35.192	43.511	536.97	1.6501	15.565	0.058681	vapor
450.00	0.019000	5.0783	0.19692	16.843	20.585	137.11	35.192	43.512	536.97	1.6501	15.566	0.058681	vapor
450.00	0.020000	5.3456	0.18707	16.843	20.585	136.68	35.192	43.512	536.97	1.6500	15.566	0.058681	vapor
450.00	0.021000	5.6129	0.17816	16.843	20.585	136.28	35.192	43.512	536.97	1.6500	15.566	0.058682	vapor
450.00	0.022000	5.8802	0.17006	16.843	20.585	135.89	35.192	43.513	536.97	1.6500	15.566	0.058682	vapor
450.00	0.023000	6.1475	0.16267	16.843	20.585	135.52	35.192	43.513	536.97	1.6499	15.566	0.058683	vapor
